parent_asin,title,main_category,categories,details,price,average_rating,rating_number,spec_keys_found,spec_keys
B00VV42DOA,Evecase 12.5~13.3 inch Ultrabooks/Laptop/Netbook/MacBook Super Protection Sleeve Shoulder Bag/Multi-Functional Briefcase Carrying Messenger Case Tote Bag w/Handle and Shoulder Strap (Blue),Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Messenger & Shoulder Bags""]","{""Brand"": ""Evecase"", ""Color"": ""Blue"", ""Series"": ""Fba_885157950008"", ""Item Weight"": ""1.15 pounds"", ""Manufacturer"": ""Evecase"", ""Item model number"": ""FBA_885157950008"", ""Product Dimensions"": ""13.75 x 0.75 x 10.5 inches"", ""Date First Available"": ""April 9, 2015"", ""Item Dimensions  LxWxH"": ""13.75 x 0.75 x 10.5 inches"", ""Standing screen display size"": ""13.3 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.0,80,1,Standing screen display size
B00HRO3IBA,Toshiba CB35-A3120 13.3-Inch Chromebook,Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""2 GB DDR3"", ""Brand"": ""Toshiba"", ""Color"": ""Silver"", ""Series"": ""Toshiba Chromebook CB35-A3120"", ""Voltage"": ""19 Volts"", ""Batteries"": ""1 Lithium Polymer batteries required. (included)"", ""CPU Model"": ""Celeron"", ""Processor"": ""1.4 GHz celeron"", ""Hard Drive"": ""16 GB SSD"", ""Model Name"": ""Toshiba Chromebook CB35-A3120"", ""Item Weight"": ""3.3 pounds"", ""Screen Size"": ""13.3 Inches"", ""Memory Speed"": ""1600 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""16 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Chrome OS"", ""Best Sellers Rank"": {""Computers & Accessories"": 93821, ""Traditional Laptop Computers"": 19551}, ""Flash Memory Size"": ""16"", ""Hardware Platform"": ""PC"", ""Item model number"": ""PLM01U-002005"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""8.9 x 12.9 x 0.8 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""January 30, 2014"", ""Graphics Coprocessor"": ""Intel HD Graphics"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1366x768"", ""Item Dimensions  LxWxH"": ""8.9 x 12.9 x 0.8 inches"", ""Rear Webcam Resolution"": ""1 MP"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""2 GB"", ""Standing screen display size"": ""13.3 Inches"", ""Average Battery Life (in hours)"": ""9 Hours""}",,4.1,451,18,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B01GGBHDV0,Dell Latitude E5430 - Core i5 3320M 2.6 GHz - Windows 10 Pro 64-bit - 8GB RAM - 320 GB HDD - DVD-ROM (Renewed),Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""8 GB DDR3"", ""Brand"": ""Dell"", ""Series"": ""Dell Latitude"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Speed"": ""2.6 GHz"", ""Processor"": ""2.6 GHz"", ""Hard Drive"": ""320 GB HDD"", ""Model Name"": ""Dell Latitude"", ""Item Weight"": ""4 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""2.6 GHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Anti\u2010glare"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Pro"", ""Best Sellers Rank"": {""Computers & Accessories"": 66837, ""Traditional Laptop Computers"": 13386, ""Climate Pledge Friendly: Computers"": 6080}, ""Item model number"": ""Latitude E5430"", ""Product Dimensions"": ""9.44 x 15.27 x 1.17 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""June 2, 2015"", ""Graphics Coprocessor"": ""Intel HD Graphics 4000"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""9.44 x 15.27 x 1.17 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""14 Inches""}",247.98,3.7,74,15,"Standing screen display size, CPU Speed, Graphics Coprocessor, RAM, Batteries"
B0C4YYVFVQ,"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H, GeForce RTX 3060, 16GB DDR5, 512GB SSD, Thunderbolt 4, Windows 11 Home, Off Black, FX517ZM-AS73",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""16 GB DDR5"", ""Brand"": ""ASUS"", ""Color"": ""Off Black"", ""Series"": ""TUF Dash 15 (2022)"", ""Voltage"": ""20 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i7"", ""Processor"": ""3.5 GHz core_i7"", ""Hard Drive"": ""512 GB SSD"", ""Model Name"": ""TUF Dash 15 (2022)"", ""Item Weight"": ""4.41 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""4800 MHz"", ""Power Source"": ""AC & Battery"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""Bluetooth, 802.11ax"", ""Hard Disk Size"": ""512 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Anti Glare Coating"", ""Card Description"": ""RTX 3060"", ""Operating System"": ""Windows 11 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 171, ""Traditional Laptop Computers"": 54}, ""Flash Memory Size"": ""512 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""FX517ZM-AS73"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""13.94 x 9.88 x 0.81 inches"", ""Computer Memory Type"": ""DDR5 SDRAM"", ""Date First Available"": ""February 1, 2022"", ""Graphics Coprocessor"": ""NVIDIA GeForce RTX 3060"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""16"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Graphics Card Ram Size"": ""6 GB"", ""Item Dimensions  LxWxH"": ""13.94 x 9.88 x 0.81 inches"", ""Number of USB 3.0 Ports"": ""3"", ""Graphics Card Description"": ""RTX 3060"", ""Ram Memory Installed Size"": ""16 GB"", ""Standing screen display size"": ""15.6 Inches""}",999.99,4.5,1172,19,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B00PDSMOO4,Swiss Gear SA6639 Neon Blue Laptop Backpack - Fits Most 15 Inch Laptops and Tablets,Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Backpacks""]","{""Brand"": ""SwissGear"", ""Color"": ""Neon Blue"", ""Series"": ""Laptop\u7b14\u8bb0\u672c\u7535\u8111port\u00e1tillaptoplaptop"", ""Item Weight"": ""1.22 pounds"", ""Manufacturer"": ""SwissGear"", ""Item model number"": ""6639353410"", ""Product Dimensions"": ""13 x 6.5 x 18 inches"", ""Date First Available"": ""August 3, 2017"", ""Item Dimensions  LxWxH"": ""13 x 6.5 x 18 inches"", ""Standing screen display size"": ""15 Inches""}",,4.1,189,1,Standing screen display size
B00AMPHFN8,"LB1 High Performance Battery for Dell XPS L701x / XPS L702x, fits: R795X, WHXY3",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""LB1 High Performance"", ""Voltage"": ""10.8 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Unit Count"": ""1 Count"", ""Item Weight"": ""10.4 ounces"", ""Manufacturer"": ""AD 888, LP (dba LaptopBatteryOne.com)"", ""Item model number"": ""LB-DE88B-44-XPS-L501X-XZ-A"", ""Product Dimensions"": ""11 x 1 x 6 inches"", ""Number of Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Date First Available"": ""December 11, 2012"", ""Item Dimensions  LxWxH"": ""11 x 1 x 6 inches"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Laptop""}",,4.2,14,1,Batteries
B081JY7ZJD,"Acer Chromebook 11 N7, Celeron N3060, 11.6"" HD, 4GB LPDDR3, 32GB eMMC, Google Chrome, C731-C118",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB LPDDR3"", ""Brand"": ""Acer"", ""Color"": ""Gray"", ""Series"": ""C731-C118"", ""Voltage"": ""24 Volts"", ""Batteries"": ""1 Lithium Polymer batteries required. (included)"", ""CPU Model"": ""Celeron N3060"", ""Processor"": ""2.48 GHz celeron_n3060"", ""Hard Drive"": ""32 GB SSD"", ""Model Name"": ""C731-C118"", ""Item Weight"": ""2.98 pounds"", ""Screen Size"": ""11.6 Inches"", ""Memory Speed"": ""1 GHz"", ""Power Source"": ""Corded Electric, Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11a/b/g/n/ac"", ""Hard Disk Size"": ""32 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Chrome OS"", ""Best Sellers Rank"": {""Computers & Accessories"": 43021, ""Traditional Laptop Computers"": 9151}, ""Flash Memory Size"": ""32"", ""Hardware Platform"": ""PC"", ""Item model number"": ""C731-C118"", ""Product Dimensions"": ""11.72 x 8.27 x 0.87 inches"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""January 6, 2019"", ""Graphics Coprocessor"": ""Intel HD Graphics 400"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""11.72 x 8.27 x 0.87 inches"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""0.1 RPM"", ""Standing screen display size"": ""11.6 Inches"", ""Average Battery Life (in hours)"": ""12 Hours""}",69.99,4.4,1553,17,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B0047BJ13U,"BUILT 16-Inch Neoprene Laptop Sleeve, Navy",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Sleeves""]","{""Brand"": ""BUILT"", ""Color"": ""Navy"", ""Material"": ""Neoprene"", ""Form Factor"": ""Sleeve"", ""Item Weight"": ""12 ounces"", ""Manufacturer"": ""Built NY"", ""Item model number"": ""E-LS16-NAV"", ""Compatible Devices"": ""Laptops"", ""Product Dimensions"": ""13 x 16.75 x 1 inches"", ""Date First Available"": ""June 17, 2003"", ""Item Dimensions  LxWxH"": ""13 x 16.75 x 1 inches"", ""Standing screen display size"": ""16 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.6,34,1,Standing screen display size
B074FPYM9M,Gomarty PA5208U-1BRS Battery for Toshiba Satellite E45W P55W E45w-C4200x P55w-c5204 P55w-c5208;Chromebook CB30 CB35 CB35-B3330 CB35-B3340 CB35-C3300 CB35-C3350 CB30-B3123 P000619700 P000645710,All Electronics,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""Gomarty"", ""Voltage"": ""10.8 Volts"", ""Batteries"": ""3 Lithium Ion batteries required."", ""Department"": ""Computer accessories"", ""Item Weight"": ""6.4 ounces"", ""Manufacturer"": ""DONG GUAN BOYU ELECTRONICS CO., LTD"", ""Best Sellers Rank"": {""Electronics"": 214883, ""Laptop Batteries"": 4178}, ""Item model number"": ""LA04"", ""Product Dimensions"": ""7.8 x 0.2 x 5.2 inches"", ""Number of Batteries"": ""3 Lithium Ion batteries required."", ""Date First Available"": ""August 1, 2017"", ""Battery Cell Composition"": ""Polymer"", ""Recommended Uses For Product"": ""Laptop"", ""Is Discontinued By Manufacturer"": ""No""}",28.74,4.1,136,1,Batteries
B00PQMRTGA,"HP Stream 11-d077nr Notebook PC (Intel Celeron N2840, 2 GB RAM, 32 GB eMMC)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""32 GB DDR3L"", ""Brand"": ""HP"", ""Color"": ""Blue"", ""Series"": ""Stream 11"", ""CPU Model"": ""Celeron"", ""Processor"": ""2.58 GHz celeron"", ""Hard Drive"": ""32 GB"", ""Model Name"": ""Stream 11"", ""Item Weight"": ""2.8 pounds"", ""Screen Size"": ""11.6 Inches"", ""Memory Speed"": ""1333 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11n, 802.11b, 802.11g"", ""Hard Disk Size"": ""32 GB"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 8 Pro"", ""Flash Memory Size"": ""32 GB"", ""Item model number"": ""11"", ""Product Dimensions"": ""8.1 x 11.8 x 0.78 inches"", ""Date First Available"": ""November 17, 2014"", ""Graphics Coprocessor"": ""Intel HD Graphics"", ""Hard Drive Interface"": ""USB"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""8.1 x 11.8 x 0.78 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""2 GB"", ""Standing screen display size"": ""11.6 Inches""}",,3.2,17,14,"Standing screen display size, Graphics Coprocessor, RAM, Graphics Card Description, Hard Drive Interface"
B00736B99A,"Toshiba Satellite E305-S1995 14"" Laptop (Intel Core i5-2410M Processor, 6 GB RAM, 500 GB Hard Drive, Windows 7 Home Premium 64-bit)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""6 GB DDR4"", ""Brand"": ""Toshiba"", ""Color"": ""Silver"", ""Series"": ""Toshiba Satellite"", ""Voltage"": ""240 Volts"", ""CPU Model"": ""Core i5"", ""Processor"": ""core_i5"", ""Hard Drive"": ""500 GB"", ""Model Name"": ""Toshiba Satellite"", ""Item Weight"": ""15.5 pounds"", ""Screen Size"": ""14 Inches"", ""Chipset Brand"": ""Intel"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Stereo,Stereo Speakers"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7"", ""Hardware Platform"": ""PC"", ""Package Dimensions"": ""18 x 13 x 3 inches"", ""Date First Available"": ""January 29, 2012"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""6 GB"", ""Standing screen display size"": ""14 Inches""}",,3.0,10,10,"Standing screen display size, RAM, Graphics Card Description, Processor, Processor Brand"
B077BZGZ38,"MOSISO Plastic Hard Shell Case & Keyboard Cover & Screen Protector Only Compatible with MacBook Pro 13 inch (A1278, Old Version with CD-ROM), Release Early 2012/2011/2010/2009/2008, Gray",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Hard Shell Cases""]","{""Brand"": ""MOSISO"", ""Color"": ""Grey"", ""Shell Type"": ""Hard"", ""Form Factor"": ""Case"", ""Item Weight"": ""12.3 ounces"", ""Manufacturer"": ""Mosiso"", ""Best Sellers Rank"": {""Laptop Hard Shell Cases"": 11405}, ""Compatible Devices"": ""Laptops"", ""Product Dimensions"": ""13 x 9.1 x 1.1 inches"", ""Date First Available"": ""March 14, 2018"", ""Item Dimensions  LxWxH"": ""13 x 9.1 x 1.1 inches"", ""Standing screen display size"": ""13"", ""Is Discontinued By Manufacturer"": ""No""}",,4.4,199,1,Standing screen display size
B01MXJA2GE,ANTIEE B31N1637 C31N1637 Laptop Battery Replacement for ASUS VivoBook X510 X510U X510UQ X510UA X510UAR X510UF S15 S510U S510UF S510UQ S510UN S510UR S510UA F510 F510U F510UA F510UQ F510QA,Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""ANTIEE"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Unit Count"": ""3.2 Ounce"", ""Item Weight"": ""10.2 ounces"", ""Manufacturer"": ""ANTIEE"", ""Best Sellers Rank"": {""Laptop Batteries"": 790, ""Computers & Accessories"": 13277}, ""Country of Origin"": ""China"", ""Item model number"": ""B31N1637"", ""Package Dimensions"": ""9.96 x 8.07 x 1.38 inches"", ""Number of Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Date First Available"": ""August 4, 2015"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Laptop"", ""Is Discontinued By Manufacturer"": ""No""}",46.88,4.5,79,1,Batteries
B015XBK5NM,"Acer Aspire V17 Nitro Black Edition VN7-792G-797V 17.3-inch Full HD Notebook (Intel Core i7-6700HQ,16GB, 1TB, Windows 10 Home) Black",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""8 GB DRAM"", ""Brand"": ""Acer"", ""Color"": ""Black"", ""Series"": ""VN7-792G"", ""Batteries"": ""1 Lithium Polymer batteries required. (included)"", ""CPU Model"": ""Core i7"", ""Processor"": ""2.6 GHz core_i7"", ""Hard Drive"": ""1 TB SATA"", ""Model Name"": ""VN7-792G"", ""Item Weight"": ""6.83 pounds"", ""Screen Size"": ""17.3 Inches"", ""Memory Speed"": ""3.5 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10"", ""Flash Memory Size"": ""256"", ""Item model number"": ""VN7-792G-797V"", ""Optical Drive Type"": ""DVD"", ""Product Dimensions"": ""16.65 x 11.65 x 0.98 inches"", ""Computer Memory Type"": ""Unknown"", ""Date First Available"": ""October 6, 2015"", ""Graphics Coprocessor"": ""NVIDIA GeForce GTX 960M"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Graphics Card Ram Size"": ""4000 MB"", ""Item Dimensions  LxWxH"": ""16.65 x 11.65 x 0.98 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""16 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""17.3 Inches"", ""Average Battery Life (in hours)"": ""7 Hours""}",,3.9,189,18,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B01HUDUXH4,"HP Pavilion 17.3 Inch High Performance HD Laptop, 5th Intel Core i5-5200u Processor, 8GB RAM, 1TB HDD, Intel HD Graphics 5500, DVD+/-RW, HDMI, Webcam, Windows 10, Silver",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""8 GB SDRAM"", ""Brand"": ""HP"", ""Color"": ""Silver"", ""Series"": ""Pavilion 17"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Processor"": ""2.2 GHz core_i5"", ""Hard Drive"": ""8 GB HDD 5400 rpm"", ""Item Weight"": ""6.83 pounds"", ""Manufacturer"": ""hp"", ""Memory Speed"": ""2.2 GHz"", ""Power Source"": ""AC & Battery"", ""Chipset Brand"": ""intel"", ""Wireless Type"": ""802.11bgn"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Hardware Platform"": ""PC"", ""Item model number"": "":808890174975"", ""Product Dimensions"": ""16.5 x 11.3 x 1.07 inches"", ""Computer Memory Type"": ""SDRAM"", ""Date First Available"": ""June 30, 2016"", ""Graphics Coprocessor"": ""Intel HD Graphics 5500"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1600 x 900"", ""Item Dimensions  LxWxH"": ""16.5 x 11.3 x 1.07 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""17.3 Inches"", ""Average Battery Life (in hours)"": ""5 Hours"", ""Is Discontinued By Manufacturer"": ""No""}",,4.1,34,12,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Hard Drive Interface"
B00XQXZWRE,"Dell Inspiron 17 5000 Series HD 17.3 Inch Laptop (Intel Core i7 5500U, 8 GB RAM, 1 TB HDD, Silver) with MaxxAudio",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""8 GB DDR3L SDRAM"", ""Brand"": ""Dell"", ""Color"": ""Silver"", ""Series"": ""Inspiron 17 5000 Series"", ""Voltage"": ""14.8 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i7"", ""Processor"": ""2.4 GHz core_i7"", ""Hard Drive"": ""1 TB SATA"", ""Model Name"": ""Inspiron 17 5000 Series"", ""Item Weight"": ""7.44 pounds"", ""Screen Size"": ""17.3 Inches"", ""Memory Speed"": ""1600 MHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 8"", ""Best Sellers Rank"": {""Computers & Accessories"": 182928, ""Traditional Laptop Computers"": 42974}, ""Item model number"": ""i5758-5715SLV"", ""Optical Drive Type"": ""DVD"", ""Product Dimensions"": ""11.15 x 16.41 x 1.15 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""June 17, 2015"", ""Graphics Coprocessor"": ""Intel HD Graphics"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1600x900"", ""Item Dimensions  LxWxH"": ""11.15 x 16.41 x 1.15 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""17.3 Inches"", ""Average Battery Life (in hours)"": ""6 Hours""}",,3.4,15,16,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B005JALQGI,"GMYLE (TM) Pink Rubberized See Through Hard Shell Snap On Carrying Case Skin Slim Fit for 13 "" Apple Macbook Air - With Pink Protective Keyboard Cover (with 1 Year Warranty from GMYLE) [Fit for 2013 model]",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves""]","{""Size"": ""13 Inches"", ""Brand"": ""GMYLE"", ""Color"": ""Pink"", ""Material"": ""Polycarbonate"", ""Item Weight"": ""12 ounces"", ""Manufacturer"": ""GMYLE"", ""Item model number"": ""NPL3693"", ""Product Dimensions"": ""12.99 x 9.06 x 0.59 inches"", ""Date First Available"": ""August 26, 2011"", ""Item Dimensions LxWxH"": ""12.99 x 9.06 x 0.59 inches"", ""Item Dimensions  LxWxH"": ""12.99 x 9.06 x 0.59 inches"", ""Standing screen display size"": ""13 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.0,193,1,Standing screen display size
B074L245PR,"Acer Chromebook 11 C771-C4TM, Intel Celeron 3855U, 11.6"" HD IPS Display, 4GB LPDDR3, 32GB eMMC, 802.11ac WiFi, Spill Resistant Keyboard, Military Grade Durability, Google Chrome,Black",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB LPDDR3"", ""Brand"": ""acer"", ""Color"": ""Black"", ""Series"": ""C771-C4TM"", ""Voltage"": ""5 Volts"", ""Batteries"": ""1 Lithium Polymer batteries required. (included)"", ""CPU Model"": ""Celeron"", ""Processor"": ""1.6 GHz celeron"", ""Hard Drive"": ""32 GB Embedded MultiMediaCard"", ""Model Name"": ""C771-C4TM"", ""Item Weight"": ""2.98 pounds"", ""Screen Size"": ""11.6 Inches"", ""Memory Speed"": ""1.6 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""32 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Spill Resistant"", ""Card Description"": ""Integrated"", ""Operating System"": ""Chrome OS"", ""Best Sellers Rank"": {""Computers & Accessories"": 32334, ""Traditional Laptop Computers"": 6904}, ""Flash Memory Size"": ""32"", ""Hardware Platform"": ""Chrome"", ""Item model number"": ""C771-C4TM"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""11.72 x 8.23 x 0.82 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""June 30, 2017"", ""Graphics Coprocessor"": ""Intel HD Graphics 510"", ""Hard Drive Interface"": ""Unknown"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""11.72 x 8.23 x 0.82 inches"", ""Number of USB 3.0 Ports"": ""3"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""1 GB"", ""Standing screen display size"": ""11.6 Inches"", ""Average Battery Life (in hours)"": ""14 Hours""}",49.99,4.2,79,18,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
