parent_asin,title,main_category,confidence,reason,brands,laptop_keywords,spec_types
B01E69GOJQ,"Incase Hardshell Case for MacBook Pro Retina 13"" Dots - Peacock",Computers,high,Laptop keyword: macbook,macbook,macbook,screen
B072FW55LS,"SUPCASE iPad Pro 12.9 Case 2017, [Heavy Duty] Unicorn Beetle Pro Series Rugged Protective Case Without Screen Protector for Apple iPad Pro 12.9 Inch 2017, Not Fit 2018 Version(Black)",Cell Phones & Accessories,medium-high,Brand (apple) + Specs (screen),apple,N/A,screen
B00ENH922S,SIENOC Displayport DP to DVI Converter Adapter Cable PC Laptop Color Black,Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B08TX8RPLH,"Dell 24 Gaming Monitor - SE2417HGX Full HD 1080p, AMD Radeon FreeSync Technology",Computers,medium-high,Brand (dell) + Specs (screen),dell,N/A,screen
B0BDZLNVHD,ZEUSLAP Portable Monitor 10.5 Inch Computer Monitor FHD 1280P with USB C Gaming Monitor for PS4 PS5 Switch 60hz Monitor for Laptop Xbox Raspberry PI,Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B0B4H72GG8,SVGDHZK Stranger Things 4 Stickers 50pcs Cool Water Bottle Laptops Motorcycle Bicycle Skateboard Luggage Decal Graffiti Patches for Boy Girl Kid Adult (Strange),Amazon Home,high,Laptop keyword: laptop,N/A,laptop,N/A
B0B6DN3H3D,"Meatanty Vertical Laptop Stand with USB Hub, Plastic Dual-Slot Laptop Holder Laptop Docking Station with 1 USB-C and 4 USB-A Ports, for All MacBook/Surface/HP/Dell/iPad Up to 17.3″ Space-Saving(Black)",All Electronics,high,Laptop keyword: laptop,"dell, hp, macbook, surface","laptop, macbook",N/A
B00GQ88XN6,Eathtek Replacement CPU Cooling Fan For Asus G73 G73J G73JH G73JH-BST7 G53SW G73S KSB06105HB series,Computers,medium-high,Brand (asus) + Specs (cpu),asus,N/A,cpu
B07978BW2T,"Cyber Acoustics 2.1 Speaker Sound System with Subwoofer and Control Pod - Great for Music, Movies, Multimedia PCs, Macs, Laptops and Gaming Systems (CA-3370A)",Home Audio & Theater,high,Laptop keyword: laptop,N/A,laptop,N/A
B0B3F3HF77,"NocNoc Travel Backpack for Women Men Airline approved, 40L Extra Large Carry on Backpack, Expandable Luggage Backpack for 17in Laptop, Black",,high,Laptop keyword: laptop,omen,laptop,N/A
B0BS8X89G2,"Satechi USB C Hub Slim Multiport Adapter V2 with 60W USB C PD, 4K HDMI (60Hz), Micro/SD Card Readers, USB 3.0 - for MacBook Pro & MacBook Air M2/M1, iPad Pro/Air M2/M1, Mac Mini, iMac (Gold)",All Electronics,high,Laptop keyword: macbook,macbook,macbook,screen
B07D3S7M9C,"Surface Book Charger,65W 15V 4A Power Supply Compatible Microsoft Surface Book Surface Pro 6 Surface Laptop 2 Surface Pro 3 Pro 4 Surface Go Surface Laptop & Surface Pro Include Travel Case",Computers,high,Laptop keyword: laptop,"microsoft, surface",laptop,N/A
B07GBTH559,"Sony Bravia XBR65A9F 65"" 4K UHD OLED Android TV (2018 Model)",All Electronics,medium-high,Brand (sony) + Specs (screen),sony,N/A,screen
B087GS6BQP,"Computer Webcam with Microphone 1080P by Comix, HD Streaming Computer USB Camera for PC Laptop Zoom Conference Skype Video Calling Compatible with Mac OS, Windows, Android TV, Sliver+Black",Computers,high,Laptop keyword: laptop,N/A,laptop,"os, screen"
B07D8Q88CL,"On Ear Headphones, Vive Comb Foldable Headphones with Microphone Lightweight Stereo Adjustable PC Headset Wired Headphones with Volume Control for Tablet, Smartphones, Laptop-Black",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B09SZPSTN1,"HP 2022 New 15 Laptop, 15.6"" HD LED Display, Intel Dual-Core Processor, Intel UHD Graphics, 16GB DDR4 RAM, 1TB SSD, Ethernet Port, USB Type-C, Long Battery Life, Windows 11",Computers,high,Laptop keyword: laptop,hp,laptop,"storage, cpu, os, ram"
B08F78L1QT,"KOOTION USB C Flash Drive 32 GB 2 in 1 USB 3.0 + USB Type C Thumb Drive High Speed up to 90 MB/s Dual OTG Thumb Drive USB Stick for Samsung, Huawei, MacBook, Chromebook Pixel etc.",Computers,high,Laptop keyword: chromebook,"samsung, huawei, chromebook, macbook","chromebook, macbook, 2 in 1",N/A
B06ZY1J3PV,HotTopStar Replacement 65W 20V 3.25A Ac Adapter Charger for Lenovo Yoga 4 Pro Yoga 900 Yoga 700 Laptop or Power Supply Charger Cord (Yoga Charger),All Electronics,high,Laptop keyword: laptop,lenovo,laptop,N/A
B003NVPLNE,Dynatron K987 3U Server Active CPU Cooler - Socket LGA 775/1156/1366,Computers,medium-high,Brand (lg) + Specs (cpu),lg,N/A,cpu
B08MTSD18Q,"Pack of 100 Stickers , Stickers for Water Bottle,Laptops, Computers",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B08BN8H8LM,LINKUP - Premium Tool-Less NVMe SSD 10 Gbps Enclosure M.2 to USB-C | Aluminum USB 3.1 Gen 2 to PCIe Gen3 x2 Bridge Chip for Windows & Mac | Compatible with Samsung 960/970 EVO/PRO WD Black Intel,Computers,medium-high,Brand (samsung) + Specs (storage),samsung,N/A,storage
B08NC3WD6J,Kuromi and My Melody Stickers Pack| 50pcs Cute My Melody Kuromi Sanrio Stickers for Laptop Water Bottle Travel Case Phone Skateboard - Vinyl Waterproof Kawaii Stickers for Kids Adults Teens Girls,Amazon Home,high,Laptop keyword: laptop,N/A,laptop,N/A
B0722DBHKM,"Lenovo Flex 5 15.6"" Full HD Touch Multimode 2-in-1 Notebook Computer, Intel Core i7-7500U, 16GB RAM, 512GB SSD, NVIDIA GEForce 940MX, Windows 10 Home",Computers,high,Laptop keyword: notebook,lenovo,"notebook, 2-in-1","storage, cpu, os, ram"
B08Y579J92,65W 45W USB C Charger for Dell Chromebook 3100 5190 3400 Latitude 7410 7310 9410 7389 7370 7275 7285 5285 5290 2in1 XPS 13 9350 9365 9310 9370 9380 7390 LA45NM150 LA65NM170 0HDCY5 2YKOF Laptop Type C,Computers,high,Laptop keyword: laptop,"dell, latitude, chromebook","laptop, chromebook",N/A
B0C288MTCN,"Hosyond 7 Inch IPS LCD Touch Screen Raspberry Pi Monitor Display 1024×600 Capacitive Screen HDMI Monitor Compatible with Raspberry Pi 3B+/Raspberry Pi 4B, BB Black, Windows 10 8 7",Computers,medium,"Multiple specs: os, screen",N/A,N/A,"os, screen"
B07BF5RK2D,AC Charger Fit for Dell P28F P39F P22T P10F P40F P72G P40G P63G P60F P62G P61G P28S P22S P15G P35G P37G P45G P44G P41F P49G P47G P46G P73G P79G P78G P95G P80G P48F Laptop Power Adapter Supply Cord,All Electronics,high,Laptop keyword: laptop,dell,laptop,N/A
B00AOGWQNY,"17.3"" 17"" 16.4"" 15.6"" Inch Laptop Notebook Carrying Messenger Bag Case Briefcase Green",Computers,high,Laptop keyword: laptop,N/A,"laptop, notebook",N/A
B07PGRLJVK,"Acer Aspire TC-875-UR11 Desktop, 10th Gen Intel Core i3-10100 4-Core Processor, 8GB 2666MHz DDR4, 1TB 7200RPM Hard Drive, 8X DVD, 802.11ax WiFi 6, USB 3.2 Type C, Windows 10 Home",Computers,medium-high,"Brand (acer) + Specs (cpu, os, storage)",acer,N/A,"cpu, os, storage"
B0B5TDL71V,"Wireless Keyboard and Mouse Combo, 2.4G Ergonomic Wireless Computer Keyboard and Mouse Set Full Size Wireless Keyboard and Mouse Blacklist for Mac, Laptop Tablet and Computer(Black)",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B071RCSMYW,"Microphone for Computer, Blusmart Omnidirectional USB Microphone Condenser Mic Lavalier Clip On Microphone for Laptop PC MacBook, Perfect for Interviews, Skype, Audio Video Recording, Podcast",Computers,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B074W5ZXBL,Futurebatt 65W AC Adapter Laptop Charger for HP Stream 11 13 14 HP Chromebook 14 11 G3 G4 HP Split x2 13 HP Slatebook 14 HP Pavilion Envy Spectre x360 x2 11 13 15 M1 M3 M6,Cell Phones & Accessories,high,Laptop keyword: laptop,"hp, pavilion, chromebook, envy, spectre","laptop, chromebook",N/A
B0721BJ6F7,"13 Inch Palm Rest Cover Skin with Trackpad Protector for 2016 Released MacBook Pro 13"" Model A1706 & A1708 with or Without Touch Bar & Touch ID - Space Gray",Computers,high,Laptop keyword: macbook,macbook,macbook,N/A
B0BDL2YZTM,"Seltureone Compatible for TV Stick 4K Remote Cover, 2 in 1 Silicone Protective Case Sleeve with Holder Cover for AirTags Tile Sticker 2020/2022 and TV (3rd Gen)/ All-New 2nd Gen Remote Control, Black",Cell Phones & Accessories,high,Laptop keyword: 2 in 1,N/A,2 in 1,screen
B09SBRLVSN,"Sisyphy Surface Connect to USB C Charging Adapter (Premium Gray Aluminum shell, Connector only, 1 Pack), Compatible for Microsoft Surface Pro 7/6/5/4/3 Go 1/2 Laptop, Works with 45W 15V3A USBC Charger",Computers,high,Laptop keyword: laptop,"microsoft, surface",laptop,N/A
B07RD8WHKF,"MOQIAN Plants vs. Zombies Laptop Stickers for Teen&Kid&Boy, 100Pcs Pack Cool Vinyl Computer Waterproof Water Bottles Skateboard Luggage Decal Graffiti Patches Decal",Amazon Home,high,Laptop keyword: laptop,N/A,laptop,N/A
B0B3D52CKX,"targeal USB C to 3.5mm Headphone and Charger Adapter, 2 in 1 Type C to Aux Audio Jack with Charging Dongle Cable Cord, Compatible with S22/S21/S20/S20+ Ultra, Note 20/10, Pixel 4/3 XL, New iPad",All Electronics,high,Laptop keyword: 2 in 1,N/A,2 in 1,N/A
B0B1ZVXQQ4,Educational Science Items Backpacks Travel Laptop Daypack School Bags for Teens Men Women,,high,Laptop keyword: laptop,omen,laptop,N/A
B092LY4GSL,"U&D 500GB Portable External Hard Drive 2.5 USB3.0 Ultra Slim Hard Drives for Storage and Back Up for PC, Desktop, Laptop, Mac, Chromebook, Xbox, PS4",Computers,high,Laptop keyword: laptop,chromebook,"laptop, chromebook",storage
B01N32XOIO,"Fosmon 3-Port HDMI Switch 4K 30Hz, 3x1 Auto Switcher Automatic Switching UHD 3D HDR Full HD 1080P 60Hz HDCP, HDMI Splitter Hub Compatible with Apple TV Roku Fire TV Stick HDTV PS4 Xbox One Chromecast",All Electronics,medium-high,Brand (apple) + Specs (screen),apple,N/A,screen
B0041RSE6U,Acer Aspire One AOD255-1625 10.1-Inch Netbook (Sandstone Brown),Computers,high,Laptop keyword: netbook,acer,netbook,N/A
B0816GMG7W,"G-STORY 15.6” Portable Monitor, 1ms 165Hz Portable Gaming Monitor (Support 144Hz) Full HD 1080P, IPS Screen USB C Computer Monitor with HDMI Freesync for Laptop PS5 NS Xbox PS4 Phone with Smart Cover",Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B09NP82SZ9,"SAMSUNG 43-Inch Class QLED Q6 Series - 4K UHD Dual LED Quantum HDR Smart TV with Alexa Built-in (QN43Q6D, 2021 Model)",All Electronics,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B0B3MMFVYG,"Wireless HDMI Transmitter and Receiver Kit, Plug & Play, 2.4/5GHz Stable Streaming to Monitor/Projector/HDTV, Wireless HDMI Extender Kit for Laptop/PC/Camera/Blu-ray",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B089HT59XG,"Macally USB Wired Mouse for Mac or PC - Comfortable, Smooth, and Quiet - White USB Mouse Wired with 5ft Cable and 4 DPI - Plug and Play Corded Computer Mouse for Laptop or Office Desktop - White",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B09XHT28LT,"USB C SD Card Reader 4.0, QUUGE 2-in-1 UHS-ii Memory Card Reader, Micro SD Card Reader Type-C, Compatible with SDXC, SDHC, SD, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC, iPad Pro, Air MacBook Pro",Computers,high,Laptop keyword: macbook,macbook,"macbook, 2-in-1",N/A
B017XAMS54,Water-Resistant Laptop Backpack for Men Anti-Theft fits up to 15.6 inch Laptop,AMAZON FASHION,high,Laptop keyword: laptop,N/A,laptop,screen
B0C1N5FPZC,"200 PCS Stickers for Kids, Dcuminkel Colorful multi-style waterproof Vinyl stickers,DIY/Decoration/Rewards as Gift for Kid&Teen,Teachers,Cute Aesthetic Stickers for Laptop Bottle Phone Skateboard Luggage Toy Snowboard.",Amazon Home,high,Laptop keyword: laptop,N/A,laptop,N/A
B0BK9L59YM,"Fasrom Teacher Bag Backpack for Work Women with 14 Inches Laptop Compartment and Pockets for Teacher Supplies (Empty Bag Only, Patent Design), Black",Office Products,high,Laptop keyword: laptop,omen,laptop,N/A
B00E3QX022,VicTsing Power Charger converter Cable Adapter For Lenovo ThinkPad X1 Carbon 0B47046 Laptop,Computers,high,Laptop keyword: laptop,"lenovo, thinkpad","laptop, thinkpad",N/A
B07LFCTS2L,"2019 HP 15.6"" FHD IPS Touchscreen Laptop Computer, 8th Gen Intel Quad-Core i5-8250U up to 3.4GHz (Beat i7-7500U), 16GB DDR4, 1TB HDD + 512GB SSD, 802.11ac WiFi, USB 3.1, Bluetooth, HDMI, Windows 10",Computers,high,Laptop keyword: laptop,hp,"laptop, touchscreen laptop","cpu, storage, ram, screen, os"
B082P915CL,"Dell Optiplex 9020 Mini Tower Desktop PC, Intel Core i7-4770-3.4 GHz, 32GB Ram, 512GB SSD WiFi, DVD-RW, Windows 10 Pro (Renewed)",Computers,medium-high,"Brand (dell) + Specs (storage, cpu, os, ram)",dell,N/A,"storage, cpu, os, ram"
B00W503744,"OMCreate Laptop Battery for Dell Vostro 1520 1510 2510 1310 1320, fits P/N T116C T114C 312-0922 N956C K738H - 12 Months Warranty [Li-ion 6-Cell]",Computers,high,Laptop keyword: laptop,dell,laptop,N/A
B0BKSMQJDN,"USB C Hub HDMI 8K Adapter,TECHTOBOX 5 in 1 Dongle USB-C to HDMI,2 USB-C Gen2 and USB 3.1 10Gbps Data Port,100W PD,Type C Hub Multiport Adapter for MacBook Pro/Air,iPad,Surface Pro,Chromebook",All Electronics,high,Laptop keyword: chromebook,"chromebook, macbook, surface","chromebook, macbook",N/A
B08DPTMCYD,Laqueena SB10K97580 01AV422 01AV423 Laptop Battery Compatible with Lenovo ThinkPad A475 A485 T470 T570 T480 T580 P51S P52S TP25 Series 01AV424 01AV452 01AV490 SB10K97579 SB10K97597 61 11.4V 24WH,All Electronics,high,Laptop keyword: laptop,"lenovo, thinkpad","laptop, thinkpad",N/A
B00FYL1VDK,"ASUS M11AA-US002Q Intel Core i3-3220T, 4GB RAM, 1TB HD, Desktop with Windows 7 Professional (Discontinued by Manufacturer)",Computers,medium-high,"Brand (asus) + Specs (cpu, ram)",asus,N/A,"cpu, ram"
B0BBPYLQP8,"iPad 10.2 inch Case iPad 9th/8th/7th Generation Case with Pencil Holder (2021/2020/2019), 360 Rotating Apple 10.2-inch iPad Coverwith Pencil Holder, Protective Premium PU Leather -Orange",Cell Phones & Accessories,medium-high,Brand (apple) + Specs (screen),apple,N/A,screen
B00G65LG60,"ColorYourLife 10-Pack Microfiber Cleaning Cloths for Smart Phones, Laptops, Tablets, Lenses, LCD Monitor, TV, Camera, Glasses, Optics etc in Retail Packaging",Health & Personal Care,high,Laptop keyword: laptop,N/A,laptop,N/A
B01MY2NJSH,"MSI GP62MVR Leopard Pro-406 15.6"" Performance Gaming Laptop Core i7-7700HQ GTX 1060 16GB 256GB SSD VR Ready",Computers,high,Laptop keyword: laptop,msi,"laptop, gaming laptop","cpu, storage"
B09Y95LFZP,Rechargeable Bluetooth Mouse Wireless Bluetooth Mouse for iPad pro iPad Air Mac MacBook Pro MacBook Air Laptop Chromebook Windows HP DELL (Blue),Computers,high,Laptop keyword: laptop,"dell, hp, chromebook, macbook","laptop, chromebook, macbook",N/A
B0B4SG98S2,"Acer Chromebook Enterprise Spin 514 Convertible Laptop | AMD Ryzen 5 3500C | 14"" Full HD IPS Touch Display | 8GB DDR4 | 128GB SSD | microSD | Wi-Fi 5 | Backlit Keyboard | Chrome OS | CP514-1WH-R1H8",Computers,high,Laptop keyword: laptop,"acer, chromebook","laptop, chromebook, convertible laptop","cpu, storage, ram, screen, os"
B08HVFZKQ3,"SPRITREE Webcam with Microphone,1080P HD Webcam with Auto Light Correction for Desktop/Laptop,Streaming Computer USB Web Camera with Privacy Cover for Video Conferencing, Teaching and Gaming",Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B073XZ83VK,"19.5V 3.33A 65W 741727-001 Laptop Charger Replacement for HP ProBook 450 430 440 446 455 470 G3 G4 G5 640 645 650 655 G2 G3 G4,EliteBook 725 735 745 755 G3 G4 G5 Laptop Power Supply Cord",Computers,high,Laptop keyword: laptop,"hp, elitebook",laptop,N/A
B01MY6UR3N,"POWSEED 65W Universal Laptop Charger for Dell HP Asus Acer Samsung Toshiba Lenovo IBM Sony Gateway Notebook Ultrabook Chromebook, DC Output 15V 16V 18.5V 19V 19.5V 20V Power Adapter Supply Cord 65W",All Electronics,high,Laptop keyword: laptop,"dell, hp, lenovo, asus, acer, samsung, toshiba, sony, chromebook, gateway","laptop, notebook, chromebook, ultrabook",N/A
B00IEKRSGC,Mom and Baby Elephant Design 2 - MacBook or Laptop Decal Sticker (Color Variations Available) (White),Computers,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B085STB7FR,"Amcrest 1080P Webcam with Microphone & Privacy Cover, Web Cam USB Camera, Computer HD Streaming Webcam for PC Desktop & Laptop w/ Mic, Wide Angle Lens & Large Sensor for Superior Low Light (AWC201-B)",Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B0083GRJDE,"Think Tank Airport Essentials Backpack for Standard DSLR System, 300mm f/2.8/iPad/13 Laptop, Small",Camera & Photo,high,Laptop keyword: laptop,N/A,laptop,N/A
B014854RBK,"ASUS Transformer Book Flip TP200SA 11.6-inch 2-in-1 Touchscreen Laptop (Intel Braswell Dual Core N3050 1.6GHz, 4GB RAM, 64GB SSD , Windows 10 Pre-installed)",Computers,high,Laptop keyword: laptop,asus,"laptop, 2-in-1, touchscreen laptop","storage, os, screen, ram"
B09B9P59FG,"Backlit Wired Keyboard and Mouse Combo, Large Print Keyboard with White Illuminated, Wired Backlit USB Keyboard and RGB Optical Mouse for Windows, Mac OS Desktop, Laptop, PC, Gaming, Black",All Electronics,high,Laptop keyword: laptop,N/A,laptop,os
B07GT6WBL3,"Macally Small Bluetooth Keyboard for Mac - Multi Device Wireless Keyboard for Mac Mini / Pro, Macbook Pro / Air, iMac, iPad, iPhone, PC Computer, Laptop - Compatible Apple Keyboard Wireless Compact",Computers,high,Laptop keyword: laptop,"apple, macbook","laptop, macbook",N/A
B091Y5TCVK,"elago Case Compatible with Google TV Remote Cover Compatible with Chromecast 4K Ver. / HD Ver. [Black] - Full Protection, Premium Silicone, Strap Included, Flat Surface, Slim Design",All Electronics,medium-high,Brand (surface) + Specs (screen),surface,N/A,screen
B09PY2KCZF,"Monitor Stand, Monitor Stand Riser 3 Height Adjustable, Monitor Riser with Airflow Vents, Laptop Stand for Desk, Laptop Riser, Desk Organizer for Monitor, 15.6"" Laptop, PC, Printer",Office Products,high,Laptop keyword: laptop,N/A,laptop,N/A
B007UNIU48,ASUS Zenbook UX31 13-Inch Laptop [OLD VERSION],Computers,high,Laptop keyword: laptop,"asus, zenbook","laptop, zenbook",N/A
B08CRR1122,"MacBook Air 13 inch Case 2020 2019 2018 Release A2337 M1 A2179 A1932, Plastic Hard Shell Case with Keyboard Cover, MacBook Air Accessories Laptop Cover MacBook Air 2020 Case,Green Cute Elephant",Cell Phones & Accessories,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B07J4XWXTR,"Lyqily 2.4G Wireless Mice Portable Optical PC Laptop Computer Mouse with Nano Receiver, 15 Months Battery Life, Super Energy Saving, 5 Adjustable DPI Mice, 6 Buttons for Windows macOS Linux, Black",All Electronics,high,Laptop keyword: laptop,N/A,laptop,os
B06XKF1L9G,LNOCCIY 19.5V 3.33A 65W AC Adapter Charger for HP ChromeBook 14-Q010NR 14-Q039WM 14-Q049WM 15-D035DX 15-F009WM 15-F023WM 15-F039WM 709985-001 710412-001 709985-002 709985-003 PPP09C Power Supply Cord,All Electronics,high,Laptop keyword: chromebook,"hp, chromebook",chromebook,N/A
B0BJ6X1T23,"USB C to Dual HDMI Adapter, 8 in 1 Docking Station Dual Monitor, USB C Hub Multiport Dongle with 2 HDMI, Displayport, VGA, 3 USB 2.0 Ports, PD (100 W), Compatible with MacBook/Dell/HP/Lenovo Laptops",All Electronics,high,Laptop keyword: laptop,"dell, hp, lenovo, macbook","laptop, macbook",N/A
B07L67D71Y,"CHILISON USB C to Mag-Safe Adapter, Type C to Mag-safe1 Mags-afe2 Laptop Adapter Compatible for MacBook Pro 13"" 15"" Other USB C Device - White",All Electronics,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B09MKLZC5F,Vaydeer Monitor Stand Riser with Wireless Charger and USB3.0 Hub Support Data Transfer and Extra Storage Steel Desk Organizer for Laptop Computer Up to 27 inches and 66 pounds,All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B00O5E2KU0,Cable Leader 15ft 18 AWG 2-Slot Polarized Notebook Power Cord IEC320 C7 to NEMA 1-15P,All Electronics,high,Laptop keyword: notebook,N/A,notebook,N/A
B091YPXGM7,"WayToLight Wall Speakers for Home Theater,10000mAh Battery Powered Wall Art Decor for Living Room with Decorative Paintings, Wall Speakers for TV,PC,Phone,iPad,Laptop",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B07TQ9ZVSL,"Allsop Digital Innovations ScreenDr Professional 5 oz Screen Cleaning Kit for TV / Monitor / Laptop / Tablet / Smartphone, Black, 7.3"" x 3.5"" x 3""",Amazon Home,high,Laptop keyword: laptop,N/A,laptop,N/A
B0C33BM8W3,"Mini Pc Windows 11 Pro Intel 11th Gen N5095 (Up to 2.9 GHz),Mini Desktop Computer,16GB DDR4 RAM, 512GB M.2 SATA SSD (Up to 2TB) Small PC Support 4K UHD/Dual HDMI/ USB3.0/ BT4.0/2.4G+5G WiFi",Computers,medium,"Multiple specs: cpu, storage, ram, screen, os",N/A,N/A,"cpu, storage, ram, screen, os"
B074V6SPNB,"Futurebatt Laptop Battery 5200mAh for HP EliteBook 8440p 8440w 6930p, Compaq 6730b 6735b 6530b, ProBook 6440b 6445b 6540b 6545b, fits P/N 482962-001 458640-542 HSTNN-UB69",Computers,high,Laptop keyword: laptop,"hp, elitebook, compaq",laptop,N/A
B092PRHZXZ,"Smatree 10.2-11 inch Hard Samsung Tablet Bag, iPad Pro 11 inch 2022,10.2 iPad 9th Generation Case, Samsung Galaxy Tab A8 10.5 Sleeve, 11inch Samsung Galaxy Tablet Bag with Keyboard",Computers,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B096XB25BX,"Vintage Stickers| 100 PCS |Retro Stickers Packs for Adults,Pin up Stickers SailorJerry Stickers and Decals,Pinup Girl Stickers,Vinyl Waterproof Stickers for Laptop,Bumper,Skateboard,Water Bottles,Computer(A)",Amazon Home,high,Laptop keyword: laptop,N/A,laptop,N/A
B07KBYK1MP,"50 Pcs Program Vinyl Waterproof Stickers, for Laptop, Luggage, Car, Skateboard, Motorcycle, Bicycle Decal Graffiti Patches",Computers,high,Laptop keyword: laptop,rog,laptop,N/A
B0BM5JQ6Q2,"2 Packs of USB C Headphones, Type C Earbuds with Mic for Galaxy S22 Ultra Plus S21 S20, Pixel 6, OnePlus 10 Pro, iPad Pro Air Mini, USB-A to USB-C Adapter for Laptop Computer Use, White + Black",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B0052N9HWM,"(Refurbished) SimplyVibe SV-X7 (Black) Premium Rechargeable FM, MP3 Player and Portable Speakers w/ DSP Bass for iPad, iPod, iTouch, iPhone, Laptops (Mac/ PC) and Mobile Devices (10 hr Li Battery) - Accepts USB/Micro SD",Home Audio & Theater,high,Laptop keyword: laptop,N/A,laptop,N/A
B089YSSFHG,"USB Bluetooth 5.0 Transmitter and Receiver, 3.5mm Audio Adapter for Home/Car/Laptop Bluetooth Dongle,Denoise HiFi Music",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B0792C2XW7,"VIVO Aluminum Vertical and Horizontal Platform Stand Space Saver, Silver Desk Riser for MacBook Air 11 inch and 13 inch, MacBook Pro 13 inch and 15 inch, MacBook 12 inch (STAND-V000V)",Office Products,high,Laptop keyword: macbook,macbook,macbook,N/A
B00T5ME88Y,"Toshiba Canvio Basics 3TB Portable Hard Drive (HDTB330XK3CA), Black",Computers,medium-high,Brand (toshiba) + Specs (storage),toshiba,N/A,storage
B07SB5ML21,New Replacement 807956-001 HS03 HS04 Laptop Battery for Hp 14 15 Notebook PC series 15-ay009dx 15-ba009dx 15-af131dx fits Spare 807957-001 Model HSTNN-LB6U HSTNN-LB6V Part Number TPN-C125 TPN-C126,All Electronics,high,Laptop keyword: laptop,hp,"laptop, notebook",N/A
B00CJ84ZO8,"me & my BIG ideas laptopSTICKS Removable Laptop Stickers, Arizona State Sun Devils","Arts, Crafts & Sewing",high,Laptop keyword: laptop,N/A,laptop,N/A
B00JGKMOPY,"aLLreLi Mini DP to HDMI, 6ft Mini DisplayPort DP (Thunderbolt Compatible) to HDMI HDTV Cable for iMac, MacBook Pro, MacBook Air and PC - White",All Electronics,high,Laptop keyword: macbook,macbook,macbook,N/A
B08NJVQC31,"Mastten Ring Light for Laptop Phone, 6"" Mini Ring Light with Clip Clamp Mount, Video Conference Lighting with Bluetooth Remote/Phone Holder/Tripod, for Zoom Meetings, Makeup, YouTube, TIK Tok, Vlogs",Camera & Photo,high,Laptop keyword: laptop,N/A,laptop,N/A
B07N3C43FN,"[Updated] External CD Drive, ACETEND USB 3.0 DVD Drive Slim Portable External CD DVD Rewriter Burner Writer, High Speed Data Transfer USB Optical Drives Player for PC Desktop/Laptop/Windows/Linux/Mac",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B06XQC4MSK,"Do What You Love Motivational Inspirational Quote Laptop Sticker Decal Compatible with MacBook Retina, MacBook Pro, MacBook Air",Computers,high,Laptop keyword: laptop,macbook,"laptop, macbook",screen
B085YD7FMS,"Powergence Go Ultra-Portable 110W 5-Port USB-C & USB-A PD Wall Charger with QC 3.0 - Power Adapter for iPhone, Samsung Galaxy, iPad, MacBook, Google Pixel, Thinkpad & XPS",All Electronics,high,Laptop keyword: macbook,"samsung, thinkpad, macbook","macbook, thinkpad",N/A
B09V2J992N,"2.5G USB to Ethernet Adapter, Fairikabe USB 3.0 to RJ45 Ethernet Adapter, Gigabit LAN Adapter for Nintendo Switch, Xbox 360, Laptop, Computer, Mac, Chromebook, Microsoft Surface",All Electronics,high,Laptop keyword: laptop,"microsoft, chromebook, surface","laptop, chromebook",N/A
B07L67VG44,"Car Mouse Wireless, 3C Light Cool 3D Sport Car Shaped Mouse Optical Mice 1600 DPI with USB Receiver Suitable for PC /Computer /Laptop (Blue)",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B087R2Z72Q,BTY-M6L Laptop Battery Replacement for MSI GS65 GS75 P65 P75 WS65 WS75 PS63 PS42 Stealth Thin 8SD 8SE 8SF 8SG 8RE 8RF 8RF 9SE 9SF 9SG 10SD 10SE 10SFS 10SGS MS-16Q2 MS-16Q4 MS-17G2 15.2V 80.25Wh,Computers,high,Laptop keyword: laptop,msi,laptop,N/A
B07DRGBS61,"Lenovo Ideapad 330 15.6"" FHD WLED Laptop Computer, 8th Gen Intel Quad Core i5-8250U up to 3.40GHz, 8GB DDR4 RAM, 256GB SSD, 802.11ac WiFi, Bluetooth 4.1, DVDRW, USB Type-C, HDMI, Windows 10",Computers,high,Laptop keyword: laptop,"lenovo, ideapad","laptop, ideapad","cpu, storage, ram, screen, os"
