parent_asin,title,categories,main_category,price,average_rating,rating_number,details
B0B45M1X2Y,"Lenovo [Windows 11 Pro] 2022 IdeaPad 3 14"" FHD Business Laptop, Intel Quad-Core i5 10210U (Beat i7-8665U), 12GB DDR4 RAM, 512GB PCIe SSD, 802.11AC WiFi, Bluetooth 5.0, Platinum Grey, 64GB Flash Drive","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,579.0,4.4,84,"{""RAM"": ""12 GB DDR4"", ""Brand"": ""Lenovo"", ""Series"": ""IdeaPad"", ""CPU Model"": ""Core i5"", ""Processor"": ""1.6 GHz core_i5"", ""Hard Drive"": ""512 GB SSD"", ""Item Weight"": ""3.3 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""1.6 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""512 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Anti-glare"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 11 Pro"", ""Best Sellers Rank"": {""Computers & Accessories"": 42201, ""Traditional Laptop Computers"": 7420}, ""Flash Memory Size"": ""256 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""3"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Product Dimensions"": ""12.88 x 9.49 x 0.78 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""March 18, 2022"", ""Graphics Coprocessor"": ""Intel UHD Graphics"", ""Hard Drive Interface"": ""PCIE x 4"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920x1080"", ""Item Dimensions  LxWxH"": ""12.88 x 9.49 x 0.78 inches"", ""Ram Memory Installed Size"": ""12 GB"", ""Standing screen display size"": ""14 Inches""}"
B06W53FWCN,"SAMSUNG Galaxy TabPro S Convertible 2-in-1 Laptop/Tablet, 12"" FHD+ Touchscreen - Intel Core m3-6Y30-8GB DDR3 Memory - 256GB SSD - Windows 10 - Bluetooth – Webcam - Gold (Keyboard Included)","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""2 in 1 Laptops""]",Computers,,3.3,34,"{""RAM"": ""12 GB DDR3"", ""Brand"": ""SAMSUNG"", ""Color"": ""Gold"", ""Series"": ""Galaxy TabPro S"", ""Batteries"": ""1 Lithium Polymer batteries required. (included)"", ""CPU Model"": ""Intel Mobile CPU"", ""Processor"": ""Intel_Mobile_CPU"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""Galaxy TabPro S"", ""Item Weight"": ""1.5 pounds"", ""Screen Size"": ""12 Inches"", ""Memory Speed"": ""2.2 GHz"", ""Power Source"": ""AC & Battery"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth, 802.11a"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""2"": 1307, ""Computers & Accessories"": 84440}, ""Flash Memory Size"": ""256 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""T8TJG"", ""Screen Resolution"": ""2160 x 1440"", ""Product Dimensions"": ""11.4 x 0.2 x 7.8 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""February 10, 2017"", ""Graphics Coprocessor"": ""Intel HD Graphics 515"", ""Number of Processors"": ""4"", ""Item Dimensions  LxWxH"": ""11.4 x 0.2 x 7.8 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""12 Inches"", ""Average Battery Life (in hours)"": ""10.5 Hours""}"
B08PYFN7GC,"Lenovo 2021 Flagship Ideapad 3 Laptop Computer 15.6"" HD Touchscreen Display Intel Quad-Core i5-10210U(Beats i7-8550U) 8GB RAM 256GB SSD Webcam WiFi HDMI Dolby Win 10 + HDMI Cable","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,639.0,4.4,120,"{""RAM"": ""8 GB DDR4"", ""Brand"": ""Lenovo"", ""Color"": ""Almond"", ""Series"": ""Lenovo Ideapad 3 PC"", ""CPU Model"": ""Core i5"", ""Processor"": ""1.6 GHz core_i5"", ""Hard Drive"": ""256 GB SSD"", ""Item Weight"": ""3.75 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""1.6 GHz"", ""Power Source"": ""AC & Battery"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Dolby"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 104244, ""Traditional Laptop Computers"": 21657}, ""Hardware Platform"": ""PC"", ""Item model number"": ""Lenovo Ideapad 3 PC"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""9.98 x 14.26 x 0.78 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""December 8, 2020"", ""Graphics Coprocessor"": ""Intel UHD Graphics"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""HD (1366 x 768) Touchscreen Pixels"", ""Item Dimensions  LxWxH"": ""9.98 x 14.26 x 0.78 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Ram Memory Installed Size"": ""8 GB"", ""Hard Drive Rotational Speed"": ""1.00"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""9 Hours""}"
B09KTXZXTK,"Dell G15 5511 Gaming Laptop - 15.6 inch FHD 120Hz Display - Intel Core i5-11400H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6, Windows 10 Home - Black","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,807.99,4.2,97,"{""RAM"": ""8 GB DDR4"", ""Brand"": ""Dell"", ""Color"": ""Black"", ""Series"": ""Dell G15 5511"", ""Voltage"": ""13.2 Volts (DC)"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i5 Family"", ""Processor"": ""4.5 GHz core_i5_family"", ""Hard Drive"": ""512 GB SSD"", ""Item Weight"": ""5.37 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""3200 MHz"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""512 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Dell Gaming"", ""Card Description"": ""RTX 3050"", ""Operating System"": ""Windows 10 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 27426, ""Traditional Laptop Computers"": 4409}, ""Flash Memory Size"": ""512 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""G15-5500BLK-PUS"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""10.71 x 14.06 x 0.98 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""June 15, 2021"", ""Graphics Coprocessor"": ""NVIDIA GeForce RTX 3050 4GB GDDR6"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""6"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Graphics Card Ram Size"": ""4 GB"", ""Item Dimensions  LxWxH"": ""10.71 x 14.06 x 0.98 inches"", ""Rear Webcam Resolution"": ""0.92 MP"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""1"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""15.6 Inches""}"
B07KDYVWWD,"HP Stream Notebook 11-y020nr 11.6in HD SVA Anti-Glare Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB eMMC, in Violet Purple (Renewed)","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.9,425,"{""RAM"": ""4 GB DDR3L"", ""Brand"": ""HP"", ""Color"": ""Purple"", ""Series"": ""Hp Stream"", ""Voltage"": ""110 Volts"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""Celeron"", ""Processor"": ""1.6 GHz celeron"", ""Hard Drive"": ""32 GB Emmc"", ""Model Name"": ""Hp Stream"", ""Item Weight"": ""3 pounds"", ""Screen Size"": ""11.6 Inches"", ""Memory Speed"": ""1.6 GHz"", ""Power Source"": ""Corded Electric, Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""32 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Anti-glare Screen"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 60814, ""Traditional Laptop Computers"": 11454, ""Climate Pledge Friendly: Computers"": 5669}, ""Flash Memory Size"": ""32 GB"", ""Item model number"": ""X7V32UA-RB-AMZ4"", ""Product Dimensions"": ""13 x 5 x 15 inches"", ""Computer Memory Type"": ""DDR3L-1600 SDRAM"", ""Date First Available"": ""February 27, 2017"", ""Graphics Coprocessor"": ""Intel HD Graphics"", ""Number of Processors"": ""2"", ""Item Dimensions  LxWxH"": ""13 x 5 x 15 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Standing screen display size"": ""11.6 Inches"", ""Average Battery Life (in hours)"": ""10 Hours""}"
B086BL5LLZ,Lenovo Thinkpad X270 Laptop Intel Core i5 2.40 GHz 8GB Ram 256GB SSD W10P (Renewed),"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,154.0,4.2,91,"{""RAM"": ""8 GB DDR4"", ""Brand"": ""Lenovo"", ""Series"": ""Lenovo Thinkpad"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i5"", ""CPU Speed"": ""2.4 GHz"", ""Processor"": ""2.4 GHz core_i5"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""Lenovo Thinkpad"", ""Item Weight"": ""4 pounds"", ""Screen Size"": ""12.5 Inches"", ""Memory Speed"": ""2400 MHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Pro"", ""Best Sellers Rank"": {""Computers & Accessories"": 6097, ""Traditional Laptop Computers"": 697, ""Climate Pledge Friendly: Computers"": 1201}, ""Flash Memory Size"": ""256 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""Thinkpad X270"", ""Product Dimensions"": ""12 x 8.2 x 0.8 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""March 24, 2020"", ""Graphics Coprocessor"": ""Intel"", ""Hard Drive Interface"": ""Serial ATA-600"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1366 x 768"", ""Item Dimensions  LxWxH"": ""12 x 8.2 x 0.8 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""12.5 Inches""}"
B015CQ8RO2,"(Discontinued) HP Stream 13.3-Inch Laptop (Intel Celeron, 2 GB RAM, 32 GB SSD, Violet Purple) with Office 365 Personal for One Year","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.8,296,"{""RAM"": ""2 GB SDRAM"", ""Brand"": ""HP"", ""Color"": ""Violet/Purple"", ""Series"": ""HP Stream"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Celeron"", ""Processor"": ""1.6 GHz celeron"", ""Hard Drive"": ""32 GB Emmc"", ""Model Name"": ""HP Stream"", ""Item Weight"": ""3.42 pounds"", ""Screen Size"": ""13.3 Inches"", ""Memory Speed"": ""1.6 GHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""32 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Flash Memory Size"": ""32"", ""Item model number"": ""13-c120nr"", ""Product Dimensions"": ""9.02 x 13.12 x 0.08 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""September 4, 2015"", ""Graphics Coprocessor"": ""Intel HD Graphics"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366x768 pixels"", ""Item Dimensions  LxWxH"": ""9.02 x 13.12 x 0.08 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""2 GB"", ""Standing screen display size"": ""13.3 Inches"", ""Average Battery Life (in hours)"": ""7 Hours""}"
B0BY2XGBCZ,"ASUS ROG Strix Scar 15 (2022) Gaming Laptop, 15.6” 300Hz IPS FHD Display, NVIDIA GeForce RTX 3070 Ti,Intel Core i9 12900H, 16GB DDR5, 1TB SSD, Per-Key RGB Keyboard, Windows 11 Home, G533ZW-AS94","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,1619.49,4.4,543,"{""RAM"": ""16 GB DDR5"", ""Brand"": ""ASUS"", ""Color"": ""Off Black"", ""Series"": ""ROG Strix SCAR 15 Gaming Laptop"", ""Voltage"": ""20 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core I9 12900H"", ""Processor"": ""5 GHz core_i9_12900h"", ""Hard Drive"": ""1 TB SSD"", ""Model Name"": ""ROG Strix SCAR 15 Gaming Laptop"", ""Item Weight"": ""5.07 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""4800 MHz"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""Bluetooth, 802.11ax"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Anti Glare Coating"", ""Card Description"": ""RTX 3070 Ti"", ""Operating System"": ""Windows 11 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 15976, ""Traditional Laptop Computers"": 2305}, ""Flash Memory Size"": ""1 TB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""G533ZW-AS94"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""13.94 x 10.2 x 1.07 inches"", ""Date First Available"": ""February 1, 2022"", ""Graphics Coprocessor"": ""NVIDIA GeForce RTX 3070 Ti"", ""Hard Drive Interface"": ""USB 3.2"", ""Number of Processors"": ""20"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Graphics Card Ram Size"": ""8 GB"", ""Item Dimensions  LxWxH"": ""13.94 x 10.2 x 1.07 inches"", ""Number of USB 3.0 Ports"": ""3"", ""Graphics Card Description"": ""RTX 3070 Ti"", ""Ram Memory Installed Size"": ""16 GB"", ""Standing screen display size"": ""15.6 Inches""}"
B07DN2JG5T,"Lenovo IdeaPad 330-15IGM 15.6"" HD Anti-glare Laptop, Intel Quad-Core Celeron N4100 4GB RAM 500GB HDD DVDRW 802.11ac HDMI Bluetooth Webcam","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,139.16,3.7,194,"{""RAM"": ""4 GB DDR4"", ""Brand"": ""Lenovo"", ""Color"": ""Silver"", ""Series"": ""IdeaPad 330"", ""Batteries"": ""1 Lithium Metal batteries required. (included)"", ""CPU Model"": ""Celeron N"", ""Processor"": ""1.1 GHz celeron_n"", ""Hard Drive"": ""500 GB 500GB SATA hard drive"", ""Model Name"": ""IdeaPad 330"", ""Item Weight"": ""12.3 ounces"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""2400 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Anti-glare,Stereo Speakers"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 51870, ""Traditional Laptop Computers"": 9480}, ""Flash Memory Size"": ""500"", ""Hardware Platform"": ""PC"", ""Item model number"": ""81D1003TUS"", ""Optical Drive Type"": ""DVD-RW"", ""Product Dimensions"": ""14.9 x 10.2 x 0.9 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""June 10, 2018"", ""Graphics Coprocessor"": ""Intel HD Graphics"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1366x768 Pixels"", ""Item Dimensions  LxWxH"": ""14.9 x 10.2 x 0.9 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Number of USB 3.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""7200 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""5 Hours""}"
B005HAVW0U,"Samsung NP300U1A-A01US Ultra Portable 11.6"" Laptop (1.30 GHz Intel Core i3-2357M Processor, 4 GB RAM, 320 GB Hard Drive, Windows 7 Home Premium 64-bit)","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.0,29,"{""RAM"": ""4 GB DDR3"", ""Brand"": ""SAMSUNG"", ""Series"": ""Series 3"", ""Batteries"": ""4 Lithium Ion batteries required."", ""CPU Model"": ""Core i3"", ""CPU Speed"": ""1.3 GHz"", ""Processor"": ""1.3 GHz core_i3"", ""Hard Drive"": ""320 GB"", ""Model Name"": ""Series 3"", ""Item Weight"": ""2.84 pounds"", ""Screen Size"": ""11.6 Inches"", ""Memory Speed"": ""1.3 GHz"", ""Chipset Brand"": ""Intel"", ""Hard Disk Size"": ""320 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7"", ""Item model number"": ""Series 3"", ""Product Dimensions"": ""10.9 x 7.9 x 1.04 inches"", ""Date First Available"": ""August 14, 2011"", ""Graphics Coprocessor"": ""Intel HD Graphics"", ""Item Dimensions  LxWxH"": ""10.9 x 7.9 x 1.04 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Standing screen display size"": ""11.6 Inches""}"
B0BKFSVVLC,"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6” FHD Display, Intel Core i5-1135G7, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 10 Home, AI noise-cancellation, Dreamy White, S533EA-DH51-WH","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,732.99,4.4,357,"{""RAM"": ""8 GB DDR4"", ""Brand"": ""ASUS"", ""Color"": ""Dreamy White"", ""Series"": ""VivoBook S15"", ""Voltage"": ""19 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Intel Core i5"", ""Processor"": ""4.2 GHz apple_ci5"", ""Hard Drive"": ""512 GB SSD"", ""Item Weight"": ""3.97 pounds"", ""Screen Size"": ""15 Inches"", ""Memory Speed"": ""2666 MHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth, 802.11ax"", ""Hard Disk Size"": ""512 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Nanoedge Bezel"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 14513, ""Traditional Laptop Computers"": 2030}, ""Flash Memory Size"": ""512 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""S533EA-DH51-WH"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""14.2 x 9.2 x 0.63 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""October 7, 2020"", ""Graphics Coprocessor"": ""Intel Iris Xe Graphics"", ""Hard Drive Interface"": ""USB"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""National Stock Number"": ""S533EA-DH51-WH"", ""Graphics Card Ram Size"": ""8 GB"", ""Item Dimensions  LxWxH"": ""14.2 x 9.2 x 0.63 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""2"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""15 Inches""}"
B06VY28NR3,"Acer SP111-31N-C4UG Spin 1, 11.6"" Full HD Touch, 2 in 1 Laptop, Celeron N3350, 4GB DDR3L, 32GB Storage, Office 365, Stylus, Obsidian Black","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""2 in 1 Laptops""]",Computers,,3.7,87,"{""RAM"": ""4 GB DD3L"", ""Brand"": ""Acer"", ""Color"": ""Obsidian Black"", ""Series"": ""SP111"", ""Batteries"": ""1 Lithium Polymer batteries required. (included)"", ""CPU Model"": ""Celeron"", ""Processor"": ""1.1 GHz celeron"", ""Hard Drive"": ""SSD"", ""Item Weight"": ""3.31 pounds"", ""Screen Size"": ""11.6 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Stylus"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Home"", ""Best Sellers Rank"": {""2"": 1227, ""Computers & Accessories"": 80883}, ""Flash Memory Size"": ""32"", ""Hardware Platform"": ""Windows"", ""Item model number"": ""SP111-31N-C4UG"", ""Product Dimensions"": ""11.73 x 8.27 x 0.8 inches"", ""Computer Memory Type"": ""Unknown"", ""Date First Available"": ""April 9, 2017"", ""Graphics Coprocessor"": ""Intel HD Graphics 500"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""11.73 x 8.27 x 0.8 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""1"", ""Ram Memory Installed Size"": ""4 GB"", ""Standing screen display size"": ""11.6 Inches"", ""Average Battery Life (in hours)"": ""9 Hours""}"
B0B17SD56J,"Acer Chromebook 514 Laptop | 14"" FHD Touch | MediaTek Kompanio 828 Octa-Core Processor | 8GB RAM | 64GB eMMC | Wi-Fi 6 | Backlit KB | Chrome OS | Up to 15 Hours Battery Life | CB514-2HT-K0FZ, Silver","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,459.99,4.0,112,"{""RAM"": ""8 GB LPDDR4X"", ""Brand"": ""Acer"", ""Color"": ""Silver"", ""Series"": ""CB514-2HT-K0FZ"", ""Voltage"": ""24 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""MediaTek MT8125"", ""Processor"": ""2.6 GHz MediaTek_MT8125"", ""Hard Drive"": ""64 GB SSD"", ""Item Weight"": ""3.02 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""2.6 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth, 802.11ax"", ""Hard Disk Size"": ""64 GB"", ""Processor Brand"": ""MediaTek"", ""Special Feature"": ""Backlit"", ""Card Description"": ""Integrated"", ""Operating System"": ""Chrome OS"", ""Best Sellers Rank"": {""Computers & Accessories"": 4729, ""Traditional Laptop Computers"": 530}, ""Flash Memory Size"": ""64 GB"", ""Item model number"": ""NX.AS2AA.005"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""12.74 x 8.94 x 0.66 inches"", ""Date First Available"": ""February 21, 2022"", ""Hard Drive Interface"": ""USB 3.2"", ""Number of Processors"": ""8"", ""Max Screen Resolution"": ""1920 x 1080"", ""Item Dimensions  LxWxH"": ""12.74 x 8.94 x 0.66 inches"", ""Number of USB 3.0 Ports"": ""3"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""14 Inches"", ""Average Battery Life (in hours)"": ""15 Hours""}"
B06Y1V8WWD,"HP EliteBook 8570P 15.6 Inch Business High Performance Laptop Computer(Intel Core i5 3320M 2.6G,8G RAM DDR3,240G SSD,DVD-ROM ,Windows 10 Professional)(Renewed)","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,256.39,3.5,58,"{""RAM"": ""8 GB DDR3"", ""Brand"": ""HP"", ""Series"": ""HP EliteBook"", ""CPU Model"": ""Core i5-3320M"", ""Processor"": ""Core_i5_3320M"", ""Hard Drive"": ""SSD"", ""Item Weight"": ""5.97 Pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""2.6 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Pro"", ""Best Sellers Rank"": {""Computers & Accessories"": 59211, ""Traditional Laptop Computers"": 11104, ""Climate Pledge Friendly: Computers"": 5560}, ""Item model number"": ""T8TJG"", ""Product Dimensions"": ""9.9 x 14.7 x 1.3 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""April 4, 2017"", ""Graphics Coprocessor"": ""Intel"", ""Number of Processors"": ""2"", ""Hard Disk Description"": ""SSD"", ""Item Dimensions  LxWxH"": ""9.9 x 14.7 x 1.3 inches"", ""Number of USB 2.0 Ports"": ""3"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""15.6 Inches""}"
