parent_asin,title,price,average_rating,rating_number,price_segment,connectivity,form_factor,brand,popularity_score,value_score
B091B2Z2FM,"KZ Gold Silver and Copper Mixed (784 cores) Upgrade Cable, HiFi Audio 0.75MM 2PIN Replacement IEM Earbuds Wire Compatible with C PIN Headphone",19.99,4.1,51,Budget (<$20),Wired,Earbuds/In-Ear,KZ,0.3100512274961878,4.86374695863747
B009SFASAA,"Bluecell Pair of Replacement Earpad Ear Pad for Sennheiser Hd202, Hd212, Hd212pro, Hd497, Eh150, Eh250,hd437,hd447, Hd62tv Headphones",,4.3,83,,Unknown,Unknown,Bluecell,0.330084013093748,
B08QNHC3CS,"ECS WordHear-O, Under Chin Transcription Headset 3.5mm Jack with Volume Control, Includes Replacement Ear sponges, Transcribing Headphones",21.95,4.3,533,Entry ($20-50),Unknown,Unknown,ECS,0.33054506055943844,5.092807424593968
B081JVP3L3,"Airpods Pro Case,V-MORO Canvas Airpods Pro Case Cover for Airpod Pro [Front LED Visible] Men Fashion Airpods 3 Protective Skin Gift Brown",,4.3,85,,Unknown,Earbuds/In-Ear,Airpods,0.33008606219359554,
B0811NQCS2,"Neboic 4Packs 1/4 Male to 3.5mm 1/8 Female Headphone Adapter, 1/8 Inch Plug Male to 1/4 Inch Jack Female Stereo Adapter",,4.4,251,,Unknown,Unknown,Neboic,0.3402561374809392,
B009A6CZ44,Sony MDR1RNC Premium Noise-Canceling Headphones (Black),289.99,3.6,112,Luxury (>$200),Unknown,Unknown,Sony,0.26011372504153696,80.32963988919668
B07D7T7B2G,"Voerou Sleep Headphones 5.2 Bluetooth Sleep Mask with Music and Ultra Thin Speakers Perfect for Sleeping, Air Travel,Meditation and Relaxation，Unique Gifts for Men Women - Black",22.97,4.2,3890,Entry ($20-50),Wireless,Unknown,Voerou,0.32398447465348873,5.4560570071258905
B07D6KH5HF,"Bluetooth Headphones, ThreeMay HB-908 Wireless Neckband Headset, IPX6 Waterproof Magnetic Earbuds with Crystal Clear Calls, 10H Playtime, Type C Charging Earphones for Work Home Office Black",,3.9,491,,Wireless,Earbuds/In-Ear,Bluetooth,0.29050202946264064,
B0CBQ38VDJ,"Wireless Earbuds, Bluetooth Earbuds Environmental Noise Cancellation 4 Mic Call Noise Cancelling Mini Earbuds, Bluetooth 5.2 Light Weight Deep Bass Headphones for Work, Home Office",35.99,4.3,3087,Entry ($20-50),Wireless,Earbuds/In-Ear,Wireless,0.3331617610647123,8.350348027842228
B01H3F0SDI,SoundMAGIC E10C Wired Earbuds with Microphone HiFi Stereo Earphones Noise Isolating in Ear Headphones Powerful Bass Tangle Free Cord Gunmetal,32.99,4.2,2999,Entry ($20-50),Wired,Earbuds/In-Ear,SoundMAGIC,0.32307160067142177,7.836104513064133
B08G1S141K,Studebaker SB3705PB Super Sport Portable CD Player Plays CDs Wirelessly Through Car Radio Includes FM Stereo Radio and Color Coordinated Stereo Earbuds,84.5,4.0,121,Mid-Range ($50-100),Wireless,Earbuds/In-Ear,Studebaker,0.3001229459908508,21.072319201995015
B09RSRH7MP,Fuixiut Open Ear Bluetooth Headphones Wireless Earbuds Bluetooth Earbuds Wireless Headphones Bluetooth Earphones Wireless Earphones (T8-Blue),10.99,3.6,139,Budget (<$20),Wireless,Earbuds/In-Ear,Fuixiut,0.2601413878894784,3.044321329639889
B0753CSBW1,"Rovking Sport Headphones Wired Sweatproof, Over Ear Earbuds for Running Gym Workout Exercise Jogging, Stereo in Ear Earphones w Mic, Noise Isolating Earhook Ear Buds for Cell Phone MP3 Laptop Black",11.99,4.0,4944,Budget (<$20),Wired,Earbuds/In-Ear,Rovking,0.305064350273128,2.9900249376558605
B08KHWZWHP,Sena Snowtalk 2 - Universal Bluetooth Headset for Snow Helmets with Built-In Wireless Intercom,98.9,4.1,98,Mid-Range ($50-100),Wireless,Unknown,Sena,0.3100993813426044,24.06326034063261
B0B4B138TF,"Laptop Cleaner, 7 in 1 Keyboard Cleaner Set, Computer MacBook Earphone Cleaning Kit, Tablet and Screen Dust Brush Including Soft Sweep, Swipe, 3 in 1 Airpod Cleaner Pen, Key Puller and Spray Bottle",15.99,4.4,384,Budget (<$20),Unknown,Earbuds/In-Ear,Laptop,0.3403924026207988,3.6258503401360542
B07VHCP7Z2,"BOIROS Bluetooth 5.0 Wireless Earbuds Earphone, Wireless in Ear Headphones Headset Stereo Sound Deep Bass Built in Mic Twin Mode 24H Playtime with Charging Case for Sport Running",,3.6,112,,Wireless,Earbuds/In-Ear,BOIROS,0.26011372504153696,
B0081WZSME,"Audio/music Playing Ear Plugs Resembles Silicone and Foam Hearing Protection, Earbuds/Headphones/Earphones Used for Ipod, Mp3, Iphone",,3.9,31,,Unknown,Earbuds/In-Ear,Audio/music,0.29003073649771266,
B01LZX9IAY,Boom Microphone Universal Volume for gaming PS4 Xbox One PC Laptop iphone Android phone to Sennheiser HD598 HD558 HD518 Audio-Technica ATH-M50x ATH-M40x ATH-M70x Headphone with 2.5mm jack(150CM-Black),11.99,3.5,245,Budget (<$20),Unknown,Unknown,Boom,0.25024999018139654,3.4159544159544164
B08F7WVTX9,"MillSO 3.5mm Female to Female AUX Adapter Cable TRS Premium Stereo Gold-Plated 1/8"" Audio AUX Cord Connectors for Headphones, Car Stereo, or Home HiFi Stereo Sound System - 1m / 3.3 Feet",9.99,4.6,1322,Budget (<$20),Wired,Unknown,MillSO,0.3613534304492822,2.1670281995661607
B0C5WYYBWK,[Apple MFI Certified] iPhone Charger 2 Pack 20W PD USB C Wall Charger iPhone Charger Cord Type C Fast Wall Plug with 6ft USB C to Lightning Cable for 14 13 12 11 Pro XR XS Max X 8 Plus iPad AirPods,15.13,4.6,70,Budget (<$20),Wired,Earbuds/In-Ear,[Apple,0.3600706939447392,3.281995661605207
B089W42HKG,"USB C to 3.5mm Headphone Jack Adapter DAC, Type C Earphone Audio Mic Aux Cable Compatible with Samsung S20 Ultra S10 Note10+ A90,Google Pixel 4,Huawei P30 Pro P20,OnePlus 8 7,Sony",,4.2,243,,Wired,Unknown,USB,0.32024794108154914,
B09QQNCMHB,2022 Bluetooth 5.0 Adapter 3.5mm Jack Aux/RCA Dongle，Uooiu 2-in-1 Wireless Transmitter/Receiver for Car/TV Audio/PC/Home Stereo/Headphones/Projector/MP3 Player,,3.7,278,,Wireless,Unknown,2022,0.27028380032888055,
B00931SFZO,Sony PHA-1 Headphone Amp,199.99,3.0,23,Premium ($100-200),Unknown,Unknown,Sony,0.20002254009832265,66.44186046511629
B00WUEKA2C,Koss SP330 On Ear Dynamic Headphones Black with Silver Accents,50.0,3.5,66,Entry ($20-50),Unknown,On-Ear,Koss,0.25006659574504414,14.245014245014247
B0BC1LBWYG,"7 in 1 Airpod Cleaner Kit, Multi-Function Earbud Cleaning Pen for Airpods Pro 1 2 3, Soft Brush Corner Gap Duster Keycap Puller Laptop Screen Keyboard Earbud Cleaner -5ml Screens Cleaners Spray",11.99,4.0,41,Budget (<$20),Unknown,Earbuds/In-Ear,7,0.3000409819969503,2.9900249376558605
B01E30J8IW,"Geekria UltraShell Case for Foldable Over-Ear Headphones, Replacement Protective Hard Shell Travel Carrying Bag with Cable Storage, Compatible with B&O Play H95, ATH-M50X (Red)",,4.8,30,,Wired,Over-Ear,Geekria,0.38002971194778895,
B08FLVLYW5,RLSOCO Carrying Case for Samsung Galaxy Buds +/Galaxy Buds Plus/Galaxy Buds True Wireless Earbuds 2020/2019/2018 (Black),12.99,4.6,208,Budget (<$20),Wireless,Earbuds/In-Ear,RLSOCO,0.36021208183421755,2.817787418655098
B096LXKP1J,"[New] The Tanned Cow- Apple AirPods 1,2 [New 2022 Model] pro Classic Cute Leather case Cover Protective Skin with Key Chain Strap for Men Women, Support Wireless Charging (Deep Dark Blue)",15.95,4.2,120,Budget (<$20),Wireless,Earbuds/In-Ear,[New],0.32012192144092705,3.7885985748218527
B0C597KR9K,"USB C Wired Earbuds, in Ear Earphones USB Type C Headphones for Laptop with Microphone, Magnetic Noise Canceling Headset Compatible for PC iPad Pro Samsung MacBook",15.88,4.1,168,Budget (<$20),Wired,Earbuds/In-Ear,USB,0.3101710998372673,3.86374695863747
B01BNNOQG6,"Sennheiser Consumer Audio Urbanears Hellas On-Ear Active Wireless Bluetooth Headphones, Black Belt (4091227)",,4.0,191,,Wireless,On-Ear,Sennheiser,0.30019466448551374,
B07DBC4JRH,Premium Carrying case Compatible with Focal Clear MG Focal Utopia Focal Stellia Focal Elex Focal Radiance Focal Elear Focal Elegia and Focal Celestee Headphones. Ultimate Lightweight Protection,34.95,4.5,76,Entry ($20-50),Unknown,Unknown,Premium,0.3500768412442818,7.749445676274946
B086KM8X7B,Skullcandy Indy Evo True Wireless in-Ear Earbud - Light Grey,68.99,4.0,7389,Mid-Range ($50-100),Wireless,Earbuds/In-Ear,Skullcandy,0.30756937483671243,17.204488778054863
B0B1YD3R98,2 in 1 Smartwatch with Earbuds Smart Bracelet TWS Wireless Bluetooth Headset Combo Bluetooth Call Heart Rate Blood Pressure Sleep Monitor Women Men Sport Fitness Tracker (White),42.99,3.2,548,Entry ($20-50),Wireless,Earbuds/In-Ear,2,0.2205604288082948,13.392523364485982
B0BH3MHQYV,VRS Design Modern Airpods Pro Case for Apple Airpods Pro 2nd Generation (2022) (White) [US Patent Registered],16.99,4.3,649,Budget (<$20),Unknown,Earbuds/In-Ear,VRS,0.33066390835059417,3.9419953596287702
B09KPPJ61B,"Jiunai for AirPods Case, Bubble Fidget Case for AirPod Stress Relief 3D Full Protection Shockproof Cute Soft Silicone Rubber Shock-Absorbing Armor Case with Lanyard for AirPods 1/2 Gen Purple Pink",7.99,4.4,584,Budget (<$20),Unknown,Earbuds/In-Ear,Jiunai,0.34059731260555004,1.8117913832199546
B010DBVXVA,"Wireless Earbuds Bluetooth Earbuds V5.0 with Solid Connection and Powerful Sound. Feature 16 Hours Play Time, IPX5 Waterproof, Built-in mic. Easy to Pair Tech. Quick Access to Siri or Bixby.",,4.0,117,,Wireless,Earbuds/In-Ear,Wireless,0.3001188477911558,
B01BPF3884,Skullcandy Ink'd 2.0 Earbuds Pink / Yellow / Navy,,4.1,136,,Unknown,Earbuds/In-Ear,Skullcandy,0.3101383142397071,
B07WWXDFJ8,LUU Earphones/Earbuds/Headphones 2Pack Black Compatible with iPhone/Galaxy S10/S10+/S10e S9/S9+ S8/S8+ Note8 / Android in-Ear Headphones Remote + Mic Hands- Free Earphones,,2.7,95,,Unknown,Earbuds/In-Ear,LUU,0.17009630769283315,
B0BKKM36JW,"Wired Earbuds with Microphone, Kimwood Wired Earphones in-Ear Headphones HiFi Stereo, Powerful Bass and Crystal Clear Audio, Compatible with iPhone, iPad, Android, Computer Most with 3.5mm Jack(Black)",11.99,4.4,5491,Budget (<$20),Wired,Earbuds/In-Ear,Wired,0.34562477908142275,2.7188208616780045
B08LSBLTTM,"DreamSky Portable Radio AM FM AC Outlet Powered D Size Battery Operated, Transistor Radios with Great Reception, Clear Loud Sound, Headphone Jack, Gifts for Elderly Senior",,4.2,394,,Unknown,Unknown,DreamSky,0.3204026481200363,
B01L8C8WCQ,CB3 Hush Wireless Headphones with Active Noise Cancelling Technology (Black),,4.0,244,,Wireless,Unknown,CB3,0.30024896563147285,
B09W3XL9KB,"Hrbzo Wireless Headphones Over-Ear, Noise Cancelling Headphones Foldable Lightweight Headset for Cell Phone,PC for Prolonged Wearing…",24.99,4.3,169,Entry ($20-50),Wireless,Over-Ear,Hrbzo,0.33017212438719107,5.7981438515081205
B09YHD2LPY,"[2Pack] iPhone 3.5mm Headphone Jack Adapter, [Apple MFi Certified] Lightning to 3.5mm Earphones Jack Adapter Dongle Aux Cable Converter Compatible with iPhone 13 Pro/12/11/11 Pro/XR/XS/X/8/7/SE",,3.8,84,,Wired,Unknown,[2Pack],0.28008503764367176,
B09VB7QN5N,"ONITOON DIY Kids Headphones with Microphone, Wired 85dB Volume Limited Over-Ear Headset, Foldable and Share Port for Toddler, Child Girls, Boys Travel School Phone Pad PC Tablet (Navy Blue)",17.99,3.9,57,Budget (<$20),Wired,Over-Ear,ONITOON,0.29005737479573035,4.601023017902813
B009A6CZYY,Sony MDR-XB600 Extra Bass 40mm Driver Premium Headphones,,4.2,314,,Unknown,Unknown,Sony,0.3203206841261358,
B01F8J0D2M,"AILIHEN SE-01 Sport Sweatproof Earphones Headphones with Microphone for Running Gym,in Ear Earbuds for iPhone iPod iPad Laptop Mac Tablets (Blue/Red)",,3.1,101,,Unknown,Earbuds/In-Ear,AILIHEN,0.21010245499237565,
B09YH4QNYD,"SOKUSIN Headphone Stand Headset Holder - Adhesive Gaming Earphones Hanger, Universal Desk Wall Mount Hook for All Headphone/Controller, Compatible with Beats, AirPods Max,Sony, JBL (Pink)",10.99,4.5,200,Budget (<$20),Unknown,Earbuds/In-Ear,SOKUSIN,0.35020388543482756,2.436807095343681
B079P5CYYJ,"Photive BT55G Premium Bluetooth Headphones with Built-in Mic. Wireless Bluetooth Earbuds Sweat-Proof, Extreme Bass, Secure Fit Designed for Fitness and Active Lifestyles",,3.8,162,,Wireless,Earbuds/In-Ear,Photive,0.2801649525377248,
B09MQG4M3K,JBL Tune 130NC True Wireless Noise Cancelling In-Ear Earbuds - Black (Renewed),56.99,4.1,140,Mid-Range ($50-100),Wireless,Earbuds/In-Ear,JBL,0.31014241243940216,13.866180048661803
B00OF71WWO,"Geekria Knit Fabric Headband Pad Compatible with Bose QC35 II, QC25, QC15, QC2 Headphone Replacement Headband/Headband Cushion/Replacement Pad Repair Parts (Black).",9.95,4.3,453,Budget (<$20),Unknown,Unknown,Geekria,0.3304630965655379,2.308584686774942
B0BQC7LN9B,"Linccras Wireless Earbuds Bluetooth 5.3 in Ear Light-Weight Headphones Built-in Microphone, IPX6 Waterproof, Immersive Premium Sound Long Distance Connection Headset with Charging Case, Black",,5.0,2,,Wireless,Earbuds/In-Ear,Linccras,0.40000102454992376,
B00WUS1UDQ,Sony MDR-IF240RK Wireless Headphone System,350.0,4.1,1249,Luxury (>$200),Wireless,Unknown,Sony,0.311278638304848,85.15815085158152
B01D0CEIZM,JBL Everest 300 Wireless Bluetooth On-Ear Headphones (Blue),,3.7,22,,Wireless,On-Ear,JBL,0.2700215155483989,
B08C5G5SL8,"Samsung Galaxy Buds Live ANC TWS Open Type Wireless Bluetooth 5.0 Earbuds for iOS & Android, 12mm Drivers, International Model - SM-R180 (Buds Only, Mystic Bronze)",64.12,4.5,8743,Mid-Range ($50-100),Wireless,Earbuds/In-Ear,Samsung,0.35895661543347857,14.21729490022173
B0BNHM5X7K,VXWK TRN MT3 in Ear Monitor Headphones IEM Earphones Titanium-Plated Diaphragm Driver QDC-Detachable Cable HiFi Wired Earbuds Noise Isolating in-Ear Monitors for Musicians Audiophile (Without Mic),29.99,4.4,14,Entry ($20-50),Wired,Earbuds/In-Ear,VXWK,0.3400133191490089,6.800453514739228
B0BNNLGDSD,"Wireless Earbuds,Headphones Wireless Bluetooth 5.3 Ear Buds Wireless Bluetooth Earbuds with Mic,Ipx7 Waterproof Touch Control All Day Playtime USB C Headphones(White)",,4.7,159,,Wireless,Earbuds/In-Ear,Wireless,0.37016187888795354,
B01MTSPBPI,"Type C to 3.5mm Headphone Jack Adapter for Moto Z(2 Pack), Stouch Moto Z Type C Port to 3.5mm Female Audio Jack Headphone Cable Adapter for Motorola Moto Z Black",,3.8,155,,Wired,Unknown,Type,0.2801577806882585,
B09PYGSLQ8,"Nothing Ear (1) True Wireless in-Ear Earphones B181 - Active Noise Cancellation, IPX4 Splash Proof, Up to 34 Hours of Battery Life, Customizable Controls, Ultra Light Bluetooth Headphones (Black)",,4.2,561,,Wireless,Earbuds/In-Ear,Nothing,0.32057374795730365,
B08LCXBFHM,"Wireless Cable Card, Universal Smart Adapter Card Storage Box, All in One Charging Cable Kit, Compatible with iPhone, Samsung, Airpods, and Other USB-C Devices",,4.1,117,,Wireless,Earbuds/In-Ear,Wireless,0.3101188477911557,
B00FM5SC2Q,BKP Dual Headphone Splitter Audio,,4.8,21,,Unknown,Unknown,BKP,0.3800204909984751,
B082SW81WD,"Soundcore Liberty Air True Wireless Earphones with Charging Case, Bluetooth 5, 28 Hour Playtime, Touch Control Earbuds, Graphene Enhanced Sound, Noise Cancelling Microphones and Secure Fit (White)",,3.8,2477,,Wireless,Earbuds/In-Ear,Soundcore,0.28253678561122086,
B00WUCI90E,JBuds J2 Premium Hi-Fi Noise-Isolating Earbuds Style Headphones (Black/Chrome Silver) (Discontinued by Manufacturer),,4.1,385,,Unknown,Earbuds/In-Ear,JBuds,0.31039342717072244,
B08L9V2YX1,"Ultimate Ears FITS True Wireless Bluetooth Custom Fit Earbuds, All Day Comfort, Built-in-Mic, Premium Audio, Passive Noise Cancelling Earphones, 20 Hour Playtime, Sweat Resistant - Dark Blue",,3.7,951,,Wireless,Earbuds/In-Ear,Ultimate,0.2709733224275686,
B07PXK99QC,"Airpod Case with Keychain,MicYou Premium Leather Shockproof Protective Cover for Apple AirPods Charging Case (Brown)",,4.5,191,,Unknown,Earbuds/In-Ear,Airpod,0.35019466448551373,
B07QNSF2NF,"ISOtunes Wired Earplug Headphones, 29 NRR, IPX5 Waterproof, OSHA Compliant Noise Isolating Earbuds, Listen Only",29.99,3.9,167,Entry ($20-50),Wired,Earbuds/In-Ear,ISOtunes,0.29017007528734357,7.670076726342711
B00J2TGZPO,Skullcandy Smokin' Buds 2 In-Ear Earbud - Spaced Out/Orange Iridium,,4.5,6097,,Unknown,Earbuds/In-Ear,Skullcandy,0.3562456563352191,
B06W5DMVJB,Beats Solo3 Wireless On-Ear Headphones (Previous Model) - Rose Gold (Renewed),138.59,4.6,2050,Premium ($100-200),Wireless,On-Ear,Beats,0.3620993027937769,30.062906724511937
B078H255L8,"Retevis RT29 Walkie Talkie Earpiece, Compatible RT29 RT47 RT47V RT48 RB23 RB46 RT83 RT87 NR30 Ailunce HD1 Motorola EX500 GP328Plus Two Way Radio, Covert Tube Headset with Mic(1 Pack)",19.99,4.0,66,Budget (<$20),Unknown,Unknown,Retevis,0.3000665957450442,4.985037406483791
B08DMQRL19,"Headphone Extension Cable, Bstxnwen Aux Extension Cable 12ft Nylon Braided 3.5mm Male to Female Extension Stereo Audio Extension Cable Compatible for iPhone, iPad, Tablets, Media Players",,4.7,44,,Wired,Unknown,Headphone,0.3700440556467216,
B09647S8DH,"LZSIG Headphone Amplifier 4 Channel Metal Stereo Audio Amplifier,Mini Earphone Splitter with Power Adapter,1/4"" & 1/8"" TRS Headphones Output and TRS Audio Input for Sound Mixer,DC 12V-LHA1",29.98,4.4,271,Entry ($20-50),Unknown,Unknown,LZSIG,0.3402766284794143,6.798185941043084
B07DW2XHM9,"COMMIXC (2 Pack) Walkie Talkie Earpiece, 2-Pin 2.5mm/3.5mm G Shape Walkie Talkie Headset with PTT Mic, Compatible with Motorola Two-Way Radios",15.99,3.9,191,Budget (<$20),Unknown,Unknown,COMMIXC,0.2901946644855137,4.0895140664961644
B0747LC6BC,"TREBLAB XR800 - Premium Sport Earphones Bluetooth - Secure-Fit IPX7 Wireless Waterproof Earbuds for Running & Workout. Top True-HD Stereo Sound, Noise Cancelling, Microphone, 2019 Sport Headphones",,4.5,329,,Wireless,Earbuds/In-Ear,TREBLAB,0.35033605237499216,
B07R4BY11W,JLab Studio On-Ear Headphones | Wired Headphones | Tangle Free Cord | Ultra-Plush Faux Leather with Cloud Foam Cushions | 40mm Neodymium Drivers with C3 Sound | Black,15.98,4.4,680,Budget (<$20),Wired,On-Ear,JLab,0.3406956693982307,3.623582766439909
B078JT3L5M,KENMAX 3' 2-Wire Covert Acoustic Tube Earpiece Coil Earbud Audio Mic Surveillance Kit with Replacement Medium Earmold Earbud for Motorola APX-6000 DP4400 DGP-5050 XiR P8268 XPR-7580,29.99,3.5,15,Entry ($20-50),Unknown,Earbuds/In-Ear,KENMAX,0.2500143436989326,8.544159544159545
B0B55X5X13,InnoMaker Bluetooth 5.0 Audio Receiver Home Stereo System HiFi DAC Streaming Music Adapter Support LDAC/AptX-HD/AptX-LL/AptX/AAC/SBC Outputs L/R RCA 3.5mm Headphone Jack AUX,69.99,4.3,311,Mid-Range ($50-100),Wireless,Unknown,InnoMaker,0.3303176104763645,16.238979118329468
B01C8QLQ3I,Kanen I39 Headphones On ear Foldable Noise Isolating Headsets with Mic and Remote for Kids Adults （Black）,,3.5,77,,Unknown,On-Ear,Kanen,0.2500778657942055,
B097GBM7DB,"DROP + Dan Clark Audio Aeon Planar Magnetic Headphones - Closed-Back, Over Ear, Carbon Fiber, Audiophile (Aeon Closed X), Blue/Black",499.0,4.5,51,Luxury (>$200),Unknown,Over-Ear,DROP,0.35005122749618783,110.64301552106431
B00HGZXDP6,HeadphoneMate USB Powered Compact Charger for Parrot Zik Headphones (Zik First Generation Headphones),,3.8,62,,Unknown,Unknown,HeadphoneMate,0.2800624975453491,
B07YVZ15SG,"Beats Solo Pro Wireless Noise Cancelling On-Ear Headphones - Apple H1 Headphone Chip, Class 1 Bluetooth, Active Noise Cancelling, Transparency, 22 Hours of Listening Time - Red",,4.6,900,,Wireless,On-Ear,Beats,0.360921070381457,
B0155G5ZL2,Plantronics Voyager PRO+ Bluetooth Headset Black (Certified Refurbished),,3.4,11,,Wireless,Unknown,Plantronics,0.24001024549923755,
B08JSJT1WW,"Bluenin BlueWings Pro 1 Bluetooth Headphones, Bluetooth 5.0 Neckband Wireless Headphones ANC Noise Cancelling Headset with Carrying Case, Retractable Earbuds Stereo Earphones.(Black)",,3.5,124,,Wireless,Earbuds/In-Ear,Bluenin,0.25012601964062203,
B09H44VLPM,"Buds Live Case for Galaxy Buds 2 (2021) / Galaxy Buds Pro (2021) / Galaxy Buds Live Wireless Earbuds, Blue Silicone Protector Skin Sleeve for Boy Men Glow in Dark - LEFXMOPHY",7.99,3.9,85,Budget (<$20),Wireless,Earbuds/In-Ear,Buds,0.2900860621935955,2.0434782608695654
B00HK8V6CQ,"Avantree Sweatproof Sport Use Bluetooth Headphones for Running, No Wire, Light, Outer Ear Speaker Outdoor Wireless Stereo Headset with Mic",,3.5,69,,Wireless,Unknown,Avantree,0.25006966939481545,
B07RFRF8GL,"Golvery USB Bluetooth 5.0 Audio Transmitter Adapter for PC PS4 Mac TV, Nintendo Switch, Wireless Audio Adapter with Voice Chat Mic Support, Pair 2 Headphones Simultaneously with No Lip Sync Delay",,3.8,189,,Wireless,Unknown,Golvery,0.2801926153856662,
B0784SKN37,"MUCRO Wired Headphones in-Ear Sports Headphones for Running, Behind The Neck Headphones, Stereo and Noise Isolating Earphones with Microphone, Sweatproof Earbuds Headphone, Green",,3.8,58,,Wired,Earbuds/In-Ear,MUCRO,0.2800583993456541,
B07F9JM2LY,"AirPods Case Cover, Silicone Protective Case and Skin for Airpods Charging Case with Airpods Anti-Lost Strap/Airpods Hooks, [Buy 1 Get 5 Accessories] (Glow)",,4.0,240,,Unknown,Earbuds/In-Ear,AirPods,0.3002448674317778,
B08YY63JS1,"COWON Gala - Hybrid Active Noise Cancelling Bluetooth 5.2, True Wireless Earbuds with Wireless Charging Case, IPX4, One-Touch Change Mode, Built in 3 Microphones, Auto Pairing (Red Black)",63.0,3.1,18,Mid-Range ($50-100),Wireless,Earbuds/In-Ear,COWON,0.21001741734870388,20.257234726688104
B08NF7LB1W,"PHILIPS UpBeat SHB3595 Wireless Headphones, with up to 6 Hours of Playtime, in-line Mic - White",24.66,4.1,1183,Entry ($20-50),Wireless,Unknown,PHILIPS,0.31121101800988005,6.000000000000001
B09H3MHXYW,"esbeecables Aux Cord for iPhone, Apple MFi Certified Lightning to 3.5mm Aux Cable for Car Compatible with iPhone 14 13 12 11 XS XR X 8 7 6 iPad iPod for Car Home Stereo Headphone Speaker, 3.3FT White",6.99,3.9,11575,Budget (<$20),Wired,Unknown,esbeecables,0.3018581408175567,1.7877237851662406
B087NHNVT5,Linklike Wired Earbuds with Microphone Extra Bass Quad Dynamic Drivers Hi-Res Earbuds Wired Noise Isolating Lightweight Earphones with Volume Control 3.5mm Jack in-Ear Headphones(Midnight Green),,4.3,1479,,Wired,Earbuds/In-Ear,Linklike,0.331514284787312,
B0B4D4Y444,"Wireless Earbud, Bluetooth 5.2 Headphones with HD Mic, Bluetooth Earphones with Deep Bass, Bluetooth Earbud in Ear Noise Cancelling, 35H Wireless Headphones IP7 Waterproof Ear Buds[2022 New] Black",,4.0,8607,,Wireless,Earbuds/In-Ear,Wireless,0.3088172766438477,
B0BWCQ91JF,【2 Pack】Apple Earbuds Headphone with Lightning Connector【Apple MFi Certified】in-Ear Noise Cancelling Wired Earbuds Compatible with iPhone 14/13/12/11/XR/XS/8/7 - All iOS(Built-in Microphone & Volume),9.99,3.4,926,Budget (<$20),Wired,Earbuds/In-Ear,【2,0.24094770867947468,2.9296187683284463
B01MY7OPG7,Aftershokz Sportz Titanium - Wired Open-Ear Bone Conduction Headphones - Lava Red - 4 ft Wire - 12 Hour Battery Life - 2 Hour Charge Time - Standard 3.5 mm Audio Jack (AS401LR),,3.9,187,,Wired,Unknown,Aftershokz,0.2901905662858187,
B09CT6S7P1,"Lightning to 3.5mm Headphones Jack Adapter for iPhone, iPhone Headphones Adapter Dongle Aux Audio Charger Splitter Compatible with iPhone 12/11/XS/XR/X 8 7,iPad-Support All iOS [Apple MFi Certified]",,3.0,81,,Unknown,Unknown,Lightning,0.20008196399390052,
B07PXWWQVM,"CharJenPro Surface Go 2 and 1 Docking Station, HDMI 4K, USB 3.0, USB C Power Delivery Port, 3.5mm Audio / Headphone Jack Surface Go and Surface Go 2 USB C Hub, Surface Stick",,4.5,125,,Unknown,Unknown,CharJenPro,0.35012704419054586,
B07TC2M2WK,"MP3 Player, 16GB Player with Bluetooth 4.2, Music Player with FM Radio, One Click Recording, 2.4"" Screen, Built-in Speaker, HiFi Lossless Sound, Support up to 128GB(Earphone, Sport Armband)",,3.9,187,,Wireless,Unknown,MP3,0.2901905662858187,
B0BH14YT17,"100 Hours Playtime Neckband Bluetooth Headphones with Digital Display, in Ear Wireless Earphones with Noise Cancelling Microphone, Bluetooth 5.2, USB-C Fast Charging, for Workout Running Sport Work",29.98,4.4,87,Entry ($20-50),Wireless,Unknown,100,0.34008811129344313,6.798185941043084
B0C9HZXC52,"Greadio Boombox CD Player, Portable FM Radio CD Player with Bluetooth 5.1, LCD Display, AC/Battery Powered, Remote Control, TF/USB/AUX Port, Headphone Jack, CD-R/CD-RW Compatible for Home,Senior,Kids",54.9,4.5,83,Mid-Range ($50-100),Wireless,Unknown,Greadio,0.35008401309374804,12.172949002217296
B08QVJG3Q4,Mini DVD Player for TV Portable Region Free Little HD DVD Players with HDMI Headphone Remote Compact CD/DVD Player ARAFUNA,,4.0,295,,Unknown,Unknown,Mini,0.30030121767758444,
B088NMP49H,"MTY Wireless Earbuds True Bluetooth Headphones in-Ear TWS Stereo Earphones with Charging Case Bluetooth 5.0 Quick-Pairing Built-in Microphones IPX5 Pumping Bass for Sports,Workout,Gym Black",,3.7,303,,Wireless,Earbuds/In-Ear,MTY,0.27030941407697445,
B019IGIBOS,Brainwavz Jive in Ear Earbuds Noise Isolating Earphones Remote & Mic Headset Stereo Headphones Apple iPhone & Android (Black),,3.6,319,,Unknown,Earbuds/In-Ear,Brainwavz,0.2603258068757546,
B01JOVE9PW,Lsgoodcare 3.5MM Plug Adjustable Throat Mic Anti-Noise Tactical Neckband Vocal Hands-Free in-Ear Military Air Tube Covert Earpiece Headset Compatible for PC Computer PS5 Cellphone Ect 3.5MM Device,17.99,3.1,223,Budget (<$20),Unknown,Earbuds/In-Ear,Lsgoodcare,0.21022745008307395,5.784565916398714
